tagger_decision_id,tweet_id,tagged_by,classification,features,tagging_date,tagging_duration
1058,1721048691128295700,16,Positive,['Other'],2025-03-22 06:34:08.929026,0 days 00:00:48.301000
1059,1800409693703274800,16,Irrelevant,[],2025-03-22 06:34:48.609065,0 days 00:00:39.419000
1060,1718376488280666400,16,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-22 06:35:38.703079,0 days 00:00:49.823000
1061,1791663452953420300,16,Positive,['Justifying Nazi ideology'],2025-03-22 06:36:00.724935,0 days 00:00:21.762000
1062,1865384854424039700,16,Irrelevant,[],2025-03-22 06:36:21.327904,0 days 00:00:20.350000
1063,1803289152521380000,16,Irrelevant,[],2025-03-22 06:36:32.783756,0 days 00:00:11.198000
1064,1896726728871161900,16,Positive,['Justifying Nazi ideology'],2025-03-22 06:36:58.940724,0 days 00:00:25.888000
1065,1864283410807525600,16,Irrelevant,[],2025-03-22 06:37:16.138013,0 days 00:00:16.952000
1066,1828396570061987800,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 06:37:42.760794,0 days 00:00:26.351000
1067,1800452572391809300,16,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-22 06:38:14.555970,0 days 00:00:31.536000
1068,1771049696095555800,16,Positive,['Other'],2025-03-22 06:38:36.995076,0 days 00:00:22.197000
1069,1896389880449761500,16,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Other']",2025-03-22 06:39:15.109483,0 days 00:00:37.856000
1070,1794430426372772000,16,Irrelevant,[],2025-03-22 06:39:29.872654,0 days 00:00:14.508000
1071,1872913797494780200,16,Negative,[],2025-03-22 06:39:55.429070,0 days 00:00:25.288000
1072,1795378182037909500,16,Positive,['Calling for violence and hostility against Israel'],2025-03-22 06:40:25.882286,0 days 00:00:30.172000
1073,1772567296063525000,16,Negative,[],2025-03-22 06:40:30.536384,0 days 00:00:04.402000
1074,1794719730248581400,16,Negative,[],2025-03-22 06:41:29.163066,0 days 00:00:58.293000
1075,1855880783451357700,16,Positive,['Other'],2025-03-22 06:43:19.471282,0 days 00:01:49.991000
1076,1818586536101003300,16,Negative,[],2025-03-22 06:43:30.838482,0 days 00:00:11.124000
1077,1838374687707140000,16,Positive,['Other'],2025-03-22 06:43:59.721744,0 days 00:00:28.614000
1078,1891848967253541000,16,Negative,[],2025-03-22 06:44:24.116592,0 days 00:00:24.147000
1079,1814806429288853800,16,Irrelevant,[],2025-03-22 06:45:13.335783,0 days 00:00:48.952000
1080,1753239988500943400,16,Irrelevant,[],2025-03-22 06:45:27.438884,0 days 00:00:13.819000
1081,1794945715858543000,16,Irrelevant,[],2025-03-22 06:45:48.726877,0 days 00:00:21.018000
1082,1793263303529226500,16,Positive,['Justifying Nazi ideology'],2025-03-22 06:46:05.669752,0 days 00:00:16.644000
1083,1712756308255150300,16,Positive,"['Collective blame of Jews for actions of the State of Israel', 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-22 06:46:24.165963,0 days 00:00:18.242000
1084,1812637841853452500,16,Negative,[],2025-03-22 06:46:45.404169,0 days 00:00:20.975000
1020,1780051305924538400,14,Irrelevant,[],2025-03-21 14:46:08.283209,0 days 00:00:05.172000
1021,1828771301944918300,14,Negative,[],2025-03-21 14:46:28.081799,0 days 00:00:19.498000
1022,1824058247353102600,14,Irrelevant,[],2025-03-21 14:46:32.480178,0 days 00:00:04.101000
1023,1821257191028093000,14,Irrelevant,[],2025-03-21 14:46:44.841529,0 days 00:00:12.085000
1027,1778294866759549200,14,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-21 14:48:33.297616,0 days 00:00:25.279000
1029,1759043162981773600,14,Positive,['Calling for violence and hostility against Israel'],2025-03-21 14:50:36.894731,0 days 00:01:57.138000
1030,1764580896425058800,14,Irrelevant,[],2025-03-21 14:50:43.781191,0 days 00:00:06.616000
1031,1854779000000070100,14,Positive,['Calling for violence and hostility against Israel'],2025-03-21 14:51:00.813926,0 days 00:00:16.761000
1032,1783765504433463600,14,Irrelevant,[],2025-03-21 14:51:04.549044,0 days 00:00:03.460000
1461,1883753956750549200,8,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-24 08:13:49.326578,0 days 00:00:24.602000
1462,1848845407096554000,8,Negative,[],2025-03-24 08:13:50.982547,0 days 00:00:00.678000
1463,1853124926384791800,8,Negative,[],2025-03-24 08:14:08.784497,0 days 00:00:17.241000
1464,1818618688905605400,8,Negative,[],2025-03-24 08:14:20.740623,0 days 00:00:11.263000
1469,1781571850319122700,8,Irrelevant,[],2025-03-24 08:15:41.782343,0 days 00:00:12.757000
1473,1837101512239047200,8,Negative,[],2025-03-24 08:17:01.152002,0 days 00:00:26.843000
1474,1886841504397975600,8,Negative,[],2025-03-24 08:17:26.150035,0 days 00:00:24.451000
1475,1836187464467386600,8,Negative,[],2025-03-24 08:17:34.044493,0 days 00:00:07.256000
1608,1854719993427935500,15,Negative,[],2025-03-24 09:22:06.768648,0 days 00:00:01.559000
1609,1882223769978315000,15,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-24 09:22:20.761392,0 days 00:00:13.689000
1610,1817118865392042200,15,Negative,[],2025-03-24 09:22:24.117808,0 days 00:00:03.081000
1611,1847064136821493800,15,Negative,[],2025-03-24 09:22:26.353673,0 days 00:00:01.883000
1612,1783285109682319600,16,Irrelevant,[],2025-03-25 08:39:50.681935,0 days 00:00:11.219000
1613,1821257191028093000,16,Negative,[],2025-03-25 08:40:05.779837,0 days 00:00:14.787000
1614,1763490528702972000,16,Irrelevant,[],2025-03-25 08:40:14.219131,0 days 00:00:08.144000
1615,1822488925237346800,16,Irrelevant,[],2025-03-25 08:40:36.075313,0 days 00:00:21.578000
1616,1822662207320285400,16,Negative,[],2025-03-25 08:40:44.353223,0 days 00:00:07.958000
1617,1838940270798500000,16,Negative,[],2025-03-25 08:40:51.829359,0 days 00:00:07.198000
1618,1831345788028592400,16,Positive,['Justifying Nazi ideology'],2025-03-25 08:41:12.059819,0 days 00:00:19.944000
1619,1756821697695735800,16,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Comparing Israel and its policies to Nazi Germany', 'Collective blame of Jews for actions of the State of Israel']",2025-03-25 08:42:00.354451,0 days 00:00:47.980000
1620,1872825999018345000,16,Irrelevant,[],2025-03-25 08:42:08.171084,0 days 00:00:07.523000
1621,1868090429113254100,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-25 08:42:42.177279,0 days 00:00:33.740000
1622,1889491115826389200,16,Irrelevant,[],2025-03-25 08:43:14.483590,0 days 00:00:31.965000
1623,1747006807279903000,16,Irrelevant,[],2025-03-25 08:43:25.586496,0 days 00:00:10.747000
1624,1886554424744796200,16,Negative,[],2025-03-25 08:43:35.527709,0 days 00:00:09.604000
1625,1817488401970438700,16,Negative,[],2025-03-25 08:43:44.985965,0 days 00:00:09.120000
1626,1851414602686349300,16,Negative,[],2025-03-25 08:44:09.685007,0 days 00:00:24.323000
1627,1813158825522053000,16,Positive,['Other'],2025-03-25 08:44:58.894570,0 days 00:00:48.859000
1628,1822585516145221600,16,Positive,['Justifying Nazi ideology'],2025-03-25 08:45:57.723540,0 days 00:00:58.531000
1629,1836187464467386600,16,Irrelevant,[],2025-03-25 08:46:17.573559,0 days 00:00:19.586000
1630,1819721414364328200,16,Negative,[],2025-03-25 08:48:03.784993,0 days 00:01:45.864000
1631,1886310902456271000,16,Positive,['Justifying Nazi ideology'],2025-03-25 08:48:28.849110,0 days 00:00:24.793000
1632,1894033692131037400,16,Irrelevant,[],2025-03-25 08:48:45.189250,0 days 00:00:16.062000
1633,1889326039857287400,16,Positive,['Justifying Nazi ideology'],2025-03-25 08:49:20.974306,0 days 00:00:35.499000
1634,1798181963557413000,16,Positive,['Other'],2025-03-25 08:50:01.400078,0 days 00:00:40.079000
1635,1883372290681066000,16,Irrelevant,[],2025-03-25 08:50:14.768867,0 days 00:00:12.940000
1636,1894964618650321400,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-25 08:52:28.356477,0 days 00:02:13.221000
1637,1883753956750549200,16,Positive,"['Comparing Israel and its policies to Nazi Germany', 'Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-25 08:53:33.234770,0 days 00:01:04.589000
1638,1884060353786699800,16,Irrelevant,[],2025-03-25 08:53:48.552316,0 days 00:00:15.035000
1639,1853375766513209900,16,Negative,[],2025-03-25 08:53:53.805561,0 days 00:00:04.957000
1640,1726013545337499600,16,Negative,[],2025-03-25 08:54:23.043419,0 days 00:00:28.946000
1641,1786344541689397500,16,Positive,['Other'],2025-03-25 08:55:02.402789,0 days 00:00:39.060000
1642,1829279278325989400,16,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Other']",2025-03-25 08:56:01.991969,0 days 00:00:59.254000
1643,1785449973704016000,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-25 08:56:26.091125,0 days 00:00:23.736000
1644,1845720272114200800,16,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Comparing Israel and its policies to Nazi Germany', 'Collective blame of Jews for actions of the State of Israel']",2025-03-25 08:57:11.988731,0 days 00:00:45.601000
1645,1890390357533167900,16,Irrelevant,[],2025-03-25 08:57:24.790057,0 days 00:00:12.494000
1646,1899949203763437800,16,Negative,[],2025-03-25 08:57:39.435614,0 days 00:00:14.363000
1647,1829976242235294000,16,Negative,[],2025-03-25 08:57:57.178045,0 days 00:00:17.455000
1648,1890334963687399700,4,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Other']",2025-03-25 18:06:29.055044,0 days 00:02:43.011000
1085,1794578578497241300,16,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 06:47:08.611022,0 days 00:00:22.922000
1086,1883427493732053200,16,Irrelevant,[],2025-03-22 06:47:27.867448,0 days 00:00:18.982000
1087,1821486987976798700,16,Positive,['Justifying Nazi ideology'],2025-03-22 06:47:37.499203,0 days 00:00:09.342000
1088,1886601651961913300,16,Irrelevant,[],2025-03-22 06:48:14.941411,0 days 00:00:37.179000
1089,1893585377539359200,16,Irrelevant,[],2025-03-22 06:49:03.256248,0 days 00:00:48.031000
1090,1848455235670352000,16,Irrelevant,[],2025-03-22 06:49:19.238531,0 days 00:00:15.729000
1091,1790627113676231200,16,Irrelevant,[],2025-03-22 06:49:45.057019,0 days 00:00:25.535000
1092,1895251361278894300,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 06:50:02.893209,0 days 00:00:17.575000
1093,1881094067586847000,16,Irrelevant,[],2025-03-22 06:50:09.908133,0 days 00:00:06.740000
1094,1860886203777618200,16,Positive,['Justifying Nazi ideology'],2025-03-22 06:50:42.672327,0 days 00:00:32.494000
1095,1730503602865873000,16,Positive,"['Collective blame of Jews for actions of the State of Israel', ""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-22 06:51:15.927428,0 days 00:00:32.998000
1096,1893550831703581000,16,Negative,[],2025-03-22 06:51:26.354685,0 days 00:00:10.177000
1097,1806843252286603500,16,Irrelevant,[],2025-03-22 06:51:32.416174,0 days 00:00:05.812000
1098,1880775626124317200,16,Irrelevant,[],2025-03-22 06:51:38.734551,0 days 00:00:06.063000
1099,1822467983966703900,16,Irrelevant,[],2025-03-22 06:51:44.424442,0 days 00:00:05.422000
1100,1785995936906510600,16,Irrelevant,[],2025-03-22 06:51:48.023673,0 days 00:00:03.344000
1101,1827282659778949000,16,Negative,[],2025-03-22 06:52:25.078577,0 days 00:00:36.798000
1102,1818021779434259000,16,Irrelevant,[],2025-03-22 06:52:40.328066,0 days 00:00:14.976000
1103,1749202713047634200,16,Positive,"['Comparing Israel and its policies to Nazi Germany', 'Other']",2025-03-22 06:53:11.299166,0 days 00:00:30.719000
1104,1867781234988085500,16,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-22 06:53:37.425783,0 days 00:00:25.863000
1105,1867403873398521900,16,Positive,['Other'],2025-03-22 06:53:57.991698,0 days 00:00:20.319000
1106,1882176487375487200,16,Negative,[],2025-03-22 06:54:03.434542,0 days 00:00:05.198000
1107,1852736769843749400,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 06:54:37.336736,0 days 00:00:33.643000
1108,1873081963277631500,16,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-22 06:55:00.754230,0 days 00:00:23.171000
1109,1843546977960669400,16,Irrelevant,[],2025-03-22 06:55:07.030165,0 days 00:00:05.995000
1110,1848151855236293000,16,Negative,[],2025-03-22 06:55:26.812371,0 days 00:00:19.512000
1111,1877957283755303400,16,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 06:57:11.653401,0 days 00:01:44.502000
1112,1876803199924928800,16,Irrelevant,[],2025-03-22 06:57:14.658848,0 days 00:00:02.759000
1113,1828771301944918300,16,Negative,[],2025-03-22 06:57:27.141852,0 days 00:00:12.230000
1114,1748532417017811200,16,Irrelevant,[],2025-03-22 06:57:30.464931,0 days 00:00:03.064000
1115,1841003461539959000,16,Irrelevant,[],2025-03-22 06:57:37.902524,0 days 00:00:07.178000
1116,1886119815460368400,16,Irrelevant,[],2025-03-22 06:57:45.021104,0 days 00:00:06.850000
1117,1852409123842994400,16,Positive,['Other'],2025-03-22 06:58:39.972272,0 days 00:00:54.689000
1118,1789609992594895000,16,Negative,[],2025-03-22 06:59:08.865867,0 days 00:00:28.645000
1119,1741986241409847600,5,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-22 22:17:35.975696,0 days 00:01:02.765000
1120,1836686301581672400,5,Irrelevant,[],2025-03-22 22:17:53.807800,0 days 00:00:17.400000
1121,1757640983972626700,5,Negative,[],2025-03-22 22:19:04.603323,0 days 00:01:10.311000
1122,1851838279231976000,5,Irrelevant,[],2025-03-22 22:19:25.409566,0 days 00:00:20.439000
1123,1822985534823645200,5,Irrelevant,[],2025-03-22 22:19:46.081175,0 days 00:00:20.310000
1124,1811301709253333200,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 22:20:09.407263,0 days 00:00:22.852000
1125,1743044541454983200,5,Positive,['Comparing Israel and its policies to Nazi Germany'],2025-03-22 22:20:30.901458,0 days 00:00:21.100000
1126,1889424325427830800,5,Irrelevant,[],2025-03-22 22:20:58.911302,0 days 00:00:27.608000
1127,1781196684539933000,5,Positive,"['Calls for harming/killing Jews', 'Calling for violence and hostility against Israel']",2025-03-22 22:21:46.126666,0 days 00:00:46.953000
1128,1785449983363412500,5,Negative,[],2025-03-22 22:22:20.996481,0 days 00:00:34.419000
1129,1841227836461638100,5,Negative,[],2025-03-22 22:22:46.408326,0 days 00:00:24.912000
1130,1840516621028221000,5,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 22:23:18.780151,0 days 00:00:31.888000
1131,1817503342832337200,5,Negative,[],2025-03-22 22:23:53.349711,0 days 00:00:34.001000
1132,1867403876594594000,5,Negative,[],2025-03-22 22:24:05.941774,0 days 00:00:12.073000
1133,1878101848030392600,5,Irrelevant,[],2025-03-22 22:24:11.001964,0 days 00:00:04.646000
1134,1798249179321647400,5,Negative,[],2025-03-22 22:24:26.016755,0 days 00:00:14.643000
1135,1817377926280884500,5,Negative,[],2025-03-22 22:24:45.674070,0 days 00:00:19.130000
1136,1880078277530013700,5,Negative,[],2025-03-22 22:25:26.334348,0 days 00:00:40.245000
1137,1818942219900052000,5,Negative,[],2025-03-22 22:25:48.715901,0 days 00:00:21.870000
1138,1822962536616014000,5,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-22 22:26:18.429064,0 days 00:00:29.362000
1139,1802469422290145500,5,Positive,['Other'],2025-03-22 22:28:33.612248,0 days 00:02:14.731000
1140,1885871804515811600,5,Irrelevant,[],2025-03-22 22:28:59.304188,0 days 00:00:25.416000
1141,1836808680655786500,5,Negative,[],2025-03-22 22:29:17.845895,0 days 00:00:18.205000
1142,1836937085573267500,5,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-22 22:30:35.939833,0 days 00:00:37.338000
1143,1877019782597251300,5,Irrelevant,[],2025-03-22 22:30:46.003096,0 days 00:00:09.595000
1150,1828659645801759000,5,Irrelevant,[],2025-03-22 22:35:03.265404,0 days 00:00:04.796000
1144,1874422711101087700,5,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 22:32:06.402335,0 days 00:01:19.883000
1145,1783479713505448000,5,Irrelevant,[],2025-03-22 22:32:17.782879,0 days 00:00:10.963000
1146,1880867388167770000,5,Irrelevant,[],2025-03-22 22:32:27.708865,0 days 00:00:09.423000
1147,1870071456081817600,5,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Other']",2025-03-22 22:34:13.691430,0 days 00:01:45.432000
1148,1779058209040499000,5,Negative,[],2025-03-22 22:34:46.608346,0 days 00:00:32.495000
1149,1825403949312004000,5,Negative,[],2025-03-22 22:34:58.053718,0 days 00:00:10.970000
1152,1889916010855276800,5,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Collective blame of Jews for actions of the State of Israel']",2025-03-22 22:36:17.920929,0 days 00:00:44.556000
1153,1865863122730545200,5,Negative,[],2025-03-22 22:36:36.229056,0 days 00:00:17.909000
1154,1898666380649529900,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 22:37:18.119470,0 days 00:00:41.455000
1156,1786955870959747600,5,Irrelevant,[],2025-03-22 22:37:32.748028,0 days 00:00:04.277000
1157,1852619639391707400,5,Irrelevant,[],2025-03-22 22:37:35.892765,0 days 00:00:02.712000
1159,1850535716885078300,5,Irrelevant,[],2025-03-22 22:37:46.129446,0 days 00:00:05.271000
1167,1818538644011204900,5,Negative,[],2025-03-22 22:40:37.048798,0 days 00:00:07.133000
1168,1877404226860511500,5,Irrelevant,[],2025-03-22 22:40:40.189977,0 days 00:00:02.688000
1169,1794361779826676200,5,Negative,[],2025-03-22 22:40:57.301988,0 days 00:00:16.622000
1170,1837792632942350600,5,Negative,[],2025-03-22 22:41:04.069101,0 days 00:00:06.286000
1171,1878097503486370000,5,Negative,[],2025-03-22 22:41:14.511602,0 days 00:00:09.972000
1172,1788458395248578800,5,Irrelevant,[],2025-03-22 22:41:21.602648,0 days 00:00:06.617000
1173,1732242164334432800,5,Negative,[],2025-03-22 22:41:29.540044,0 days 00:00:07.490000
1174,1888373835772449000,5,Positive,['Applying double standards to Israel that are not applied to other states (double standard)'],2025-03-22 22:41:57.825908,0 days 00:00:27.787000
1175,1895537830077870000,5,Irrelevant,[],2025-03-22 22:42:00.286514,0 days 00:00:01.989000
1176,1799410568467726600,5,Positive,['Calling for violence and hostility against Israel'],2025-03-22 22:42:20.746293,0 days 00:00:19.975000
1177,1867235214910689300,5,Irrelevant,[],2025-03-22 22:42:23.048000,0 days 00:00:01.804000
1179,1833269400524493000,5,Negative,[],2025-03-22 22:42:55.652603,0 days 00:00:11.991000
1182,1802160675827167500,5,Irrelevant,[],2025-03-22 22:43:31.975861,0 days 00:00:01.820000
1183,1783256643964453000,5,Negative,[],2025-03-22 22:43:35.018971,0 days 00:00:02.612000
1184,1862117833838071800,5,Negative,[],2025-03-22 22:44:13.572776,0 days 00:00:38.193000
1185,1840925996532600800,5,Negative,[],2025-03-22 22:44:44.996072,0 days 00:00:30.912000
1186,1845076610258698500,5,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-22 22:45:09.991397,0 days 00:00:24.316000
1187,1851796508892631600,5,Irrelevant,[],2025-03-22 22:45:17.053121,0 days 00:00:06.651000
1188,1735615039946867000,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Calling for violence and hostility against Israel']",2025-03-22 22:45:56.073961,0 days 00:00:38.711000
1189,1873801825503289300,5,Irrelevant,[],2025-03-22 22:46:01.425816,0 days 00:00:05.028000
1193,1822313518773010400,5,Irrelevant,[],2025-03-22 22:48:10.849073,0 days 00:00:10.255000
1194,1764213922872307700,5,Irrelevant,[],2025-03-22 22:48:14.114426,0 days 00:00:02.766000
1195,1831411263316119600,5,Negative,[],2025-03-22 22:48:29.315090,0 days 00:00:14.689000
1198,1879664907106587100,5,Positive,['Other'],2025-03-22 22:49:28.814166,0 days 00:00:25.649000
1199,1785449973704016000,5,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 22:49:48.992756,0 days 00:00:19.717000
1201,1782917671560089900,5,Positive,['Other'],2025-03-22 22:50:59.670623,0 days 00:00:41.958000
1202,1892404777503408400,5,Irrelevant,[],2025-03-22 22:51:16.827575,0 days 00:00:16.719000
1203,1886221397061767400,5,Irrelevant,[],2025-03-22 22:51:29.933454,0 days 00:00:12.517000
1209,1824994732080345300,5,Positive,['Justifying Nazi ideology'],2025-03-22 22:54:10.025078,0 days 00:00:21.669000
1210,1854676598844248600,5,Negative,[],2025-03-22 22:54:15.227859,0 days 00:00:04.755000
1211,1894126645688373500,5,Irrelevant,[],2025-03-22 22:54:17.894372,0 days 00:00:02.201000
1212,1776003764106993700,5,Positive,"['Demonization of Jews (portraying them as inferior and despicable)', 'Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 22:54:45.564679,0 days 00:00:27.318000
1216,1751047531289875000,5,Positive,['Other'],2025-03-22 22:55:55.915924,0 days 00:00:24.648000
1217,1755858468169458000,5,Negative,[],2025-03-22 22:56:00.276175,0 days 00:00:04.023000
1218,1856906695059951900,5,Irrelevant,[],2025-03-22 22:56:11.541211,0 days 00:00:10.780000
1219,1822444658058048000,5,Irrelevant,[],2025-03-22 22:56:16.276119,0 days 00:00:04.252000
1222,1842155438592393700,5,Negative,[],2025-03-22 22:57:23.345581,0 days 00:00:12.645000
1465,1760547409317519400,8,Positive,"['Calls for harming/killing Jews', 'Applying double standards to Israel that are not applied to other states (double standard)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-24 08:14:42.635475,0 days 00:00:21.029000
1466,1856017985829245000,8,Negative,[],2025-03-24 08:14:52.669402,0 days 00:00:09.460000
1467,1803507273068892400,8,Irrelevant,[],2025-03-24 08:14:56.516638,0 days 00:00:03.054000
1468,1804275545393557800,8,Positive,"['Calls for harming/killing Jews', 'Justifying Nazi ideology', 'Cynical use of the Holocaust and Holocaust denial']",2025-03-24 08:15:28.326501,0 days 00:00:30.944000
1470,1822488925237346800,8,Negative,[],2025-03-24 08:15:54.529180,0 days 00:00:12.120000
1471,1851838279231976000,8,Negative,[],2025-03-24 08:16:05.998315,0 days 00:00:10.651000
1472,1846869546684371000,8,Negative,[],2025-03-24 08:16:33.605001,0 days 00:00:26.840000
1476,1822941598436753400,15,Negative,[],2025-03-24 08:59:38.787273,0 days 00:00:57.677000
1477,1856017985829245000,15,Negative,[],2025-03-24 09:00:16.297745,0 days 00:00:37.225000
1478,1881823779883810800,15,Negative,[],2025-03-24 09:00:35.180285,0 days 00:00:18.585000
1151,1764537287474565400,5,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-22 22:35:33.020080,0 days 00:00:29.237000
1155,1863536556767924500,5,Irrelevant,[],2025-03-22 22:37:28.098558,0 days 00:00:09.556000
1158,1772581333740695800,5,Irrelevant,[],2025-03-22 22:37:40.445297,0 days 00:00:04.091000
1160,1772188683665285400,5,Irrelevant,[],2025-03-22 22:37:51.100080,0 days 00:00:04.503000
1161,1718162482395750400,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 22:38:16.495120,0 days 00:00:24.986000
1162,1710583473604604200,5,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)', 'Demonization of Jews (portraying them as inferior and despicable)', ""Denying the Jewish people's right to self-determination/the right of Israel to exist""]",2025-03-22 22:38:54.583182,0 days 00:00:37.568000
1163,1822956336508018700,5,Positive,['Other'],2025-03-22 22:39:28.858921,0 days 00:00:33.858000
1164,1820618757758472200,5,Negative,[],2025-03-22 22:39:40.767481,0 days 00:00:11.463000
1165,1878098055695835400,5,Irrelevant,[],2025-03-22 22:39:50.638508,0 days 00:00:09.344000
1166,1717126086155489300,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Other']",2025-03-22 22:40:29.555102,0 days 00:00:38.336000
1178,1824816693039997400,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Calling for violence and hostility against Israel']",2025-03-22 22:42:43.384886,0 days 00:00:19.901000
1180,1802339810616431000,5,Irrelevant,[],2025-03-22 22:43:05.492803,0 days 00:00:09.337000
1181,1865310813394997800,5,Positive,"['Defaming Jewish symbols', 'Calling for violence and hostility against Israel']",2025-03-22 22:43:29.838978,0 days 00:00:23.851000
1190,1891715551325553000,5,Positive,['Demonization of Jews (portraying them as inferior and despicable)'],2025-03-22 22:46:37.100362,0 days 00:00:35.087000
1191,1726337256599016000,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)', 'Other']",2025-03-22 22:47:25.623116,0 days 00:00:48.069000
1192,1841431166290948000,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Other']",2025-03-22 22:48:00.116393,0 days 00:00:34.027000
1196,1800499502597722400,5,Negative,[],2025-03-22 22:48:40.606564,0 days 00:00:10.825000
1197,1756821697695735800,5,Positive,['Collective blame of Jews for actions of the State of Israel'],2025-03-22 22:49:02.710331,0 days 00:00:21.656000
1200,1778587610476380700,5,Negative,[],2025-03-22 22:49:53.317390,0 days 00:00:03.866000
1204,1819267913523888400,5,Positive,"['Applying double standards to Israel that are not applied to other states (double standard)', 'Other']",2025-03-22 22:52:51.639788,0 days 00:00:41.304000
1205,1737762986796946000,5,Negative,[],2025-03-22 22:53:13.486653,0 days 00:00:21.352000
1206,1811690500908618200,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-22 22:53:35.954443,0 days 00:00:22.097000
1207,1777580298089185300,5,Irrelevant,[],2025-03-22 22:53:45.656261,0 days 00:00:09.286000
1208,1794847173894631700,5,Irrelevant,[],2025-03-22 22:53:47.997750,0 days 00:00:01.894000
1213,1883555717430608000,5,Negative,[],2025-03-22 22:55:03.363923,0 days 00:00:17.359000
1214,1888121732768420000,5,Positive,['Other'],2025-03-22 22:55:27.741373,0 days 00:00:23.916000
1215,1822909874612887600,5,Negative,[],2025-03-22 22:55:30.747611,0 days 00:00:02.544000
1220,1731053368863572000,5,Positive,"[""Denying the Jewish people's right to self-determination/the right of Israel to exist"", 'Applying double standards to Israel that are not applied to other states (double standard)']",2025-03-22 22:56:54.687539,0 days 00:00:14.810000
1221,1836727607670562800,5,Negative,[],2025-03-22 22:57:10.197776,0 days 00:00:15.058000
1223,1870037964971225000,5,Positive,"['Spreading conspiracy theories about Jewish control (power, money, and media)']",2025-03-22 22:57:53.622297,0 days 00:00:29.814000
1224,1868821371167580400,5,Irrelevant,[],2025-03-22 22:57:56.541501,0 days 00:00:02.528000
