content,sentiment,decision_source
"Overnight Israel dropped insane amounts of White phosphorus bombs indiscriminately in violation of international humanitarian law. Human exposure causes hard to treat painful severe burns, for survivors damage to liver, kidney, heart and lung. This is falling on children now. #Gaza_Genocide #IsraelWarCrimes",Positive,User agreement
This is grossly irresponsible from the Daily Telegraph. They are seeking to create conflict and divide the community. An urgent investigation is required and sanctions should be considered.,Negative,User agreement
"Labor is having conniptions over these mobile billboards in #Dunkley.

I think if Labor had of been doing a good job then they'd have nothing to worry about.

Labor has been hopeless on every policy since taking office. No wonder the sight of these trucks scare them.
#auspol",Negative,User agreement
X has censored comedian Bassem Yousef.Thought this was a free speech platform.,Irrelevant,User agreement
"As a result of the former government's failure to act, Australia is falling short of the standards required to combat criminal abuse of our financial system. This has left Australia with an increased and unacceptable risk of becoming a haven for money laundering.",Negative,User agreement
"Thanks for the letter, Raf. So happy to hear you've been inspired by our Paralympians.

Can't wait to see you playing for Australia in wheelchair basketball at Brisbane 2032. 

And to all our @AUSParalympics athletes, you've changed so many lives for the better.",Irrelevant,User agreement
Full details of the campaign can be found here.,Irrelevant,User agreement
"Another boat load of illegal immigrants arrive on the Dampier Peninsula north of Broome in W.A.

More evidence that the Albanese Labor Govt has lost control of our borders. 

Hey Albo, how many rapists and criminals are in this latest boatload? #auspol",Negative,User agreement
@real_lord_miles What business does Kenya have arresting a Briton?You owned that land.,Irrelevant,User agreement
This moment honestly is priceless💚😂,Irrelevant,User agreement
Remember when Israel lied about 40 burned beheaded babies and the mainstream media regurgitated the lies?Yet the same media ignores it when its actually happening to Palestinians. They don't see Palestinians as equally human.https://t.co/I9unBK2x4r,Positive,User agreement
"As we mark International Holocaust Remembrance Day on the 80th anniversary of the liberation of Auschwitz-Birkenau, our observance carries a powerful message about the enduring strength of the Jewish people, and about our unwavering commitment to combat antisemitism.",Negative,User agreement
"Welcoming new citizens into the Australian family is one of the best ways to celebrate Australia Day. 

New citizens like four year old Nithila, who with her parents Deepuk and Divyatharini have made a home here in Australia. 

I'm so proud of the strong, diverse and resilient country we call home.",Negative,User agreement
"Happy Mardi Gras, Australia!",Irrelevant,User agreement
"ICYMI: This month Peter Dutton's Liberals voted against extending anti-money laundering laws to lawyers, accountants and real estate agents.

Peter Dutton - tough on workers, soft on criminals.",Negative,User agreement
"You should have anticipated this outcome when they were chanting ""Gas the Jews"" in October 2023.",Negative,User agreement
"@JEChalmers The only thing Labour do is destroy our economy, brainwash our kids with your fucked up ideology such as green energy scam, Transgender bullshit, use are a bunch of woke lunatics and next election use will be sent packing.",Negative,User agreement
On the 80th anniversary of the liberation of Auschwitz the world says never again.,Negative,User agreement
"Indians are calling for mass banning, cancellations and even legal action against native Westerners who don't want mass Indian migration 

I'm telling you, they bring their caste system from back home

Makes upward mobility nearly impossible in companies 

& if they gain power they don't share our values of freedom and free speech. This is more than the economy - this is a major cultural issue

Canada, UK, Australia cultures already on the decline from mass migration",Negative,User agreement
"@historyinmemes For some people of this platform, looking up an Iranian womans skirt is more important than 20,000 dismembered children whose only crime was not being a Jew.",Negative,User agreement
"This is another important moment in Australia's efforts to advance our partnerships with our Pacific neighbours, and to build a stronger and more secure region for every member of the Pacific family.",Negative,User agreement
The Albanese Labor Government wants to build a universal early education system - where every child is guaranteed access to at least three days of high-quality early education.,Negative,User agreement
"Thankfully, we have @PeterDutton_MP standing up for Australians by calling on a ban for Palestinian migrants.

Labor, Teals and the Greens are engaging in hate speech because they're too gutless to represent Australians nor do they care about our safety.
#auspol",Negative,User agreement
"Meet your new Australians of the Year, Professor Georgina Long and Professor Richard Scolyer. 

Thanks to their lifesaving research, advanced melanoma is now a curable disease.",Irrelevant,User agreement
"🚨Senator Lidia Thorpe just read a document from a First Nations elder that states: ""The Australian Government is a Corporation, which we know is registered through an ABN, so this whole Parliament has an ABN, and its somewhere overseas.""Based?",Negative,User agreement
"Remember Fadi, who was being starved by Israel? He is now alive, well and smiling❤️This is all thanks to your efforts to bring him out of Gaza for medical treatment, you saved him.",Positive,User agreement
"Feel like you're going broke now matter how hard you work?

Feel like simple tasks like buying food has turned into an exercise of household budget gymnastics?

Sick of Labor politicians attending lavish events that you can no longer afford? #auspol 

Then stop supporting Labor",Negative,User agreement
Israel killed 35 Palestinians in an airstrike in Gaza today. There's no such thing as a ceasefire as long as the zionist settler colony exists. A true ceasefire is its dismantlement.,Positive,User agreement
Australians are thinking of our friends and neighbours in Vanuatu after the devastating earthquake that struck their home this afternoon. We are closely monitoring the situation and stand ready to assist the people of Vanuatu in any way we can.,Irrelevant,User agreement
"Giles caught out in a blatant lie after Police deny the use of drones to closely monitor criminal illegal migrants. Effectively, these criminals are not being monitored at all. As we feel less safe in our homes, polls indicate that Labor isn't a safe bet to retain govt #auspol",Negative,User agreement
"BREAKING: The family members of Sarah Abu Lebdah - the Sydney based Islamist extremist nurse who recorded herself threatening to kill Jews under her care - just ASSAULTED a journalist from The Australian and stole his phone. 

Why is this family in Australia.",Negative,User agreement
A quick update on our work to bring down inflation and deliver cost of living relief.,Irrelevant,User agreement
Can anyone understand why it was necessary to bomb Damascus?,Negative,User agreement
"Map of Muslim Middle East. (Tiny speck is Israel). 

But for some reason, Arab Gazans need to come to Australia.",Negative,User agreement
"The vile graffiti we've seen overnight, including at the Newtown Synagogue, is abhorrent and needs to stop immediately. 

Australia is a better place than this. 

We made it illegal to use Nazi and other hate symbols because there's no place in Australia for antisemitism.

The people that committed these crimes should face the full force of the law.",Negative,User agreement
No way,Irrelevant,User agreement
"Nine years ago, this photo was taken of Israelis cheering the massacre of Palestinians in Gaza in real time. Gaza was under blockade then, and has remained under blockade since.

""Some described it as a best reality show in town. Others said it is better than the world cup.""",Positive,User agreement
"It's reported as the 'deadliest' when 20 IOF soldiers are killed while they commit genocide, but with 25,000 Palestinians murdered by IOF it's reported (in NYT) as a 'decline in deaths'.",Positive,User agreement
"AND we'll guarantee 3 days of child care for families who need it.

Yep - we're on the road to universal child care.",Irrelevant,User agreement
"The ACCC has made serious allegations about fake discounts on hundreds of everyday products being sold at the big supermarkets. 

It's not right.

That's why we're taking action and doing everything we can to get you a fair deal at the checkout.",Irrelevant,User agreement
"@senatorbabet We don't care about assimilation anymore, that's been proven to be a lie.We want them out.",Irrelevant,User agreement
this guy can't be serious with these ai-ass images. they're running out of propaganda lol,Irrelevant,User agreement
I really want to see this. I want to see the captives free.,Irrelevant,User agreement
Wow😂,Irrelevant,User agreement
I support salmon farming on Macquarie Harbour because it means jobs for Tasmania.,Irrelevant,User agreement
"🚨Senator Sarah Hanson-Young has criticised the proposal to ban kids from using social media, asserting, ""such a recommendation is NOT in the report.""",Irrelevant,User agreement
"The majority of Australians have had a gutful of Labor's out of control immigration ponsi scheme. It drives up debt, house prices, homelessness, and poverty. 

It's time to suspend all immigration until we have the houses, schools, hospitals, and infrastructure to cope. #auspol",Negative,User agreement
"""Mama I'm afraid to die"" Gaza children in a make-shift refugee tent. The kind Israel is currently bombing. So many of girls like her do die in horrific ways.",Positive,User agreement
Why would you care if the Nazis want to segregate themselves to live amongst their own?It's almost as if you hate the whites so much you wish to torture them with your presence.,Negative,User agreement
We will always stand up for Australia.,Irrelevant,User agreement
"Anne Stanley is a champion for her community of Werriwa.

Her advocacy has helped secure a $1 billion road upgrade for 15th Avenue.

@AnneWerriwa will always fight for better roads, services and cost of living relief for the people she represents.

I'm proud to lead a team working everyday to build Australia's future, and proud to have Anne as part of that team.",Negative,User agreement
"This 'news' is a couple of months old.Why has it taken @abcnews so long to report this?At least they finally have. Doesn't always happen.It shows why the public occupy separate universes - those of us across the news where it's breaking are 'conspiracy theorists' while the MSM catch up, or don't, and the good section of the public are at their mercy. Thanks for getting there ABC.Israeli forces accused of killing their own citizens under the 'Hannibal Directive' during October 7 chaos - ABC News",Negative,User agreement
"If you or someone you know is impacted by family, domestic or sexual violence, call 1800RESPECT on 1800 737 732 or visit",Irrelevant,User agreement
Never a truer word spoken,Irrelevant,User agreement
"The NLAP funds Legal Aid Commissions, Community Legal Centres, and Aboriginal and Torres Strait Islander Legal Services.

Dr Mundy was asked to consider how future arrangements could better provide access for justice for all who need it.",Irrelevant,User agreement
"If Australians are popping over to take part in war crimes, then they  must be held to account, according to law.",Negative,User agreement
"The PM's XI and Indian cricket teams are keen to get out on the field.

The rain has delayed play for today, but it's been great to chat with players and fans at Manuka Oval.",Irrelevant,User agreement
Yahya Sinwar always carried a pistol with silencer on him that he took from the corpse of an Israeli mossad agent that invaded Gaza to try and assassinate him.,Negative,User agreement
"@JacintaAllanMP Fuck off Jacinta the world is changing you just admitted to it, it's only a matter of time until we put these SICKOS back in the closet where they belong. our children will not be subject to your propaganda anymore.",Irrelevant,User agreement
"Last night, Israeli soldiers were shooting from the sky into the tents in #Rafah, the tents...the  last refuge and final piece of earth. After months of  trauma, fleeing and begging for food and water, I hardly recognise my own blood. Who are these people in rags in hunger in shock in silence... in living death... ? Weren't they once skilled professional families with jobs and lives and university degrees and birthdays and weddings and songs? Weren't they families with dreams and hopes and defiant teenagers and pesky children and intolerable but loveable elderly, who have the talent to express both love and disapproval in one single glance. Who are they now, these people running under the bombs, looking for pieces of loved ones, insisting on finding a missing limp, searching for a severed head, racing to find corpses before the dogs eat them. Who are these people in this nightmare that is so real...running on shrinking earth, on stolen time, on the margins of humanity... ? They should have remained in their homes. Maybe they would have been killed in one bomb strike months ago. Maybe they would have been buried under the rubble with their certificates, and toys, and photos, and embroideries and the dignity and familiarity of home ...  #IsraelTerrorism #israel #GazaGenocide #palestine",Positive,User agreement
When the fucking around ends and the finding out begins,Irrelevant,User agreement
LFG #becomingwolverineagainagain,Irrelevant,User agreement
"I have no words anymore. I don't want this to be condemned in a few years, it needs to be acted upon now. Where were you during the genocide? What did you say and do during the genocide?  Your silence will not protect you.",Negative,User agreement
@kaleidoscope_au Those handsome young men deserve a pat on the back -MT WARNING FOR THE WHITE MAN!ABO GHOSTS MUST GO!,Irrelevant,User agreement
"Today, over 30 MPs from various parties ""debated"" the new 'hate speech' legislation.All of them supported it.",Irrelevant,User agreement
Here is a young Yahya Sinwar before Israel took him hostage and tortured him for 22 years.,Positive,User agreement
Does anyone want to ask Zionists if  anti-Zionist Jews being told they should have been 'put in gas chambers' and that 'Hitler made a mistake' falls under antisemitism?,Positive,User agreement
"Thank you @billshortenmp for your significant contribution to the Parliament and the Labor movement. Bill's career has been one of service to the Australian people, particularly in fighting for justice for the victims of Robodebt and as an architect of the NDIS.",Irrelevant,User agreement
What is difficult to accept is that these children might all be wiped out tomorrow and there is nothing and no one to prevent it.,Negative,User agreement
"Iron Dome intercepting Hezbollah rockets. 

Israel is fighting these terrorists while Australia funds them and invites them to live here. Have they gone mad?",Negative,User agreement
"What a ride!!! I've loved every minute of making this movie. Well not the training and diet but the other 93.2%. To the best cast and crew, thank you! You are all aces. To two of my best mates @VancityReynolds and @ShawnLevyDirect I literally couldn't have done this without you. Literally! July 26th can't come soon enough. Time to shave. @deadpoolmovie",Irrelevant,User agreement
The difference is clear.,Irrelevant,User agreement
"For anyone who thinks supporting the innocent lives of Palestinian people constitutes the support of terrorism, Please educate yourselves on what is happening in Gaza. 
At the very least, watch Al Jazeera, the network Netanyahu has banned from operating in the region.",Negative,User agreement
"@iamkbolton Haha, do your homework, dickhead.",Irrelevant,User agreement
"We're finishing the NBN and making sure it stays in public hands 🙌 

A bad internet connection impacts every day life, and Australians in regional areas, like here in the Shoalhaven, know this first hand.

With many people still stuck on copper without access have access to an upgraded fibre NBN.

That's why we're finishing it. Because every Australian family and business deserves access to high speed internet at an affordable price.

When we say building Australia's future, we mean in every part of the country.",Irrelevant,User agreement
@MenachemV @VictoriaPolice @VicGovAu You're a disgusting and subversive Jew who thinks they can dictate how we ought to run our own societies.Go to Israel and leave.,Positive,User agreement
"That's what the Quad Leaders Summit is about.

Investing in our relationships to deliver jobs, opportunity and security at home and our region.

In a more connected world, working with our close friends and partners is more important than ever.",Irrelevant,User agreement
3/ Australians in need of emergency consular assistance should contact the 24-hour Consular Emergency Centre on 1300 555 135 (within Aus) or +61 2 6261 3305 (from overseas).,Irrelevant,User agreement
Every thing you have witnessed since Oct 7th one year ago.Was happening to Palestinians for 75 years.Do you understand?,Positive,User agreement
"Can you Imagine that one of these images shook the world, while the other went unnoticed?Donald Trump.                                        Gaza.",Negative,User agreement
@goddeketal I vote for fat bastard,Irrelevant,User agreement
"Unbelievable!  4 mths into genocide and so called progressives, lovers of the arts, theatre board members and philanthropists shamelessly conspire both privately and publicly  to help Israel erase #Gaza from every programming possible. As we follow the story about @MalthouseMelb being the target of a campaign to cancel @clementinesford this story breaks. @MelbWritersFest is under fire for programming a panel that brings together Aboriginal and Palestinian writers who 'resist colonialism and speak out against atrocities.""Apparently, lsrael is not a settler colony and to prove it @theage referenced the ADL website, a right wing powerful Zionist lobby and one of the most discredited when it comes to intellectual academic honesty. Shame on the @theage for allowing itself to be used as an instrument of erasure and ethnic cleansing.  #Ceasefire #Palestine #Gazahttps://t.co/7EPxOSI5Q0",Positive,User agreement
"In Ramallah I discussed the impending ceasefire and shared hope for a positive future with the Secretary General of the Executive Committee of the Palestinian Liberation Organization, Hussein Al Sheikh, and Minister of Justice, Sharhabel Al Zaeem.",Negative,User agreement
"🇯🇵🇵🇸 A woman, who is quite clearly not Japanese, gets triggered by a Pro-Palestinian protest in Tokyo.",Negative,User agreement
"There's only 2 kinds of people that still support the Albanese Labor Govt, morons and those that use welfare as a way of life. #auspol 

It's the RIGHT time for a change and put the adults back in charge.",Negative,User agreement
Brian Cox reads Refaat Alareer's poem If I Must Die. Rest your soul @itranslate123 ❤️‍🩹,Irrelevant,User agreement
"Are you happy to learn that Bowen is putting an end to your 4WDs & SUVs?

Hilux, RAM, Prado, Ranger, and all SUVs are on Bowen's hit list.

Now we have a ""Fun Tax"" coming because he can't have ppl enjoying themselves in ICE vehicles. What would the wankers at the UN say
#auspol",Negative,User agreement
This is why the U.S banned TikTok:,Irrelevant,User agreement
"If they get back in 2025 Rosita we are completely done economically for at least 15 years even if labor got voted out after that ( and I've excluded the national debt) that gonna take generations to pay off, Culturally there would be no return permanently done if they win this year",Negative,User agreement
"🇺🇸🩸 CANDACE OWENS: ""Whoever captured that photo, my goodness... take every photograph award, seriously.""",Irrelevant,User agreement
"I condemn the attack on the electorate office of Josh Burns. Those responsible should face the full force of the law. 

This is a serious attack. The targeting of a Jewish MP is very distressing. 

There is no place for political violence in Australia.",Negative,User agreement
It's not even close,Irrelevant,User agreement
@jayystanlee Why do they even need to?They just climbed a mountain.,Irrelevant,User agreement
"This flag of Israel is made up of photos of all those murdered by Hamas and their supporters. 
(Zoom in).",Negative,User agreement
BREAKING: The Liberals and Greens just voted to block more help to buy a home.,Negative,User agreement
"Just like my friend Peta Murphy, Jodie Belyea is passionate about making a difference here in Dunkley. I'm proud to campaign for someone who will be another great advocate for Dunkley in Federal Parliament.",Negative,User agreement
The richest slave in the history of the world.,Negative,User agreement
"🚨UFC President Dana White slams the entire Australian mainstream media landscape, calling them ""the biggest bunch of pussies"" he's ever seen.",Negative,User agreement
"You can't get any dumber than a Labor supporter. They're crapping on about their $2 a day tax cut, omitting  that they screwed everyone last July by increasing their income tax by $1500. If they were genuine about cost of living they wouldn't have taken $1500 off us #auspol",Negative,User agreement
@HamasAtrocities @ClaireBarnes1 This one is my favourite. Does he notice the kid is moving and even scratches his foot?,Negative,User agreement
"Jerry Seinfeld. ""The protesters are back!""",Negative,User agreement
The dystopian reality we live in. #Eurovision2024,Irrelevant,User agreement
"The Albanese Government is proud to mark the first International Anti-Corruption Day since the creation of the National Anti-Corruption Commission.

We are committed to combatting corruption and restoring integrity, honesty and accountability to government. 👇",Negative,User agreement
@nogulagsagain That's not an apology for banning Australia Day Celebrations. It's nothing but a justification as to their reasoning why. They still aren't openly supporting Australia Day. Add this to the list of Woke Companies that are ashamed to be Australian and take your patronage elsewhere,Negative,User agreement
Great to talk with Prime Minister @narendramodi today at the Quad Leaders Summit about ways to strengthen our partnership.,Negative,User agreement
"'Thousands of Lebanese citizens, injured or murdered by apparent Israeli planted explosives in pagers and other communications devices, are referred to as Hezbollah operatives, even though victims have included small children.A macabre picture does not end there. The public is given the usual either or account of slaughter in a war depicted as between Israel and its enemies, hence invitations to politicians to take sides. This binary convenience ignores the sadism inherent in Israel's claims about defence, let alone questions about international law or values concerning a common humanity.'@ProfStuartRees in @johnmenadue  Pager slaughter in Lebanon, humanity of no consequencehttps://t.co/46zktP89S8",Positive,User agreement
"NEWS FLASH:
Albanese's Socialist Labor Govt is the highest taxing govt in Australian history. While we're getting screwed by that wanker's cost of living crisis, he's got his hand in your wallet taking whatever you have left. This PM is a complete prick",Negative,User agreement
🫅🏼,Irrelevant,User agreement
"🇵🇸🇮🇱 ""I carried a body with my own hands... and I carried another headless body with my own hands.""No child should experience this.Israeli terrorism must come to an end.",Positive,User agreement
How did people IN AUSTRALIA 2023 get away with this? This is 14 months ago and there were no repercussions from the government.,Negative,User agreement
"I see this pic everywhere. 

Just a reminder that Israel is mentioned 43 times in the Quran. Israel is therefore older than the Quran.",Negative,User agreement
@7NewsAdelaide You're grubs and traitors for falsely reporting this.You're scum.,Negative,User agreement
"NSW Premier Chris Minns says that repealing 'hate speech' laws would send a toxic message to the community, and admits that we don't have U.S.-style free speech because he wants to preserve multiculturalism.",Negative,User agreement
The Ws don't get much more epic than this,Irrelevant,User agreement
You lit the match.,Irrelevant,User agreement
"Wonderful to celebrate Fuldol and Holi at Kemps Creek, the site of a new Hindu temple, with BAPS Australia and His Holiness Mahant Swami Maharaj.",Irrelevant,User agreement
"A little boy in Gaza crying 'my mother' over and over again while being comforted by another little boy. This world is so cruel and hateful. I despise everyone 'debating' genocide and the 76 years of occupation, apartheid and ethnic cleansing.",Positive,User agreement
"Tom Sewell, Nathan Bull and Jacob Hersant have been arrested today.Their charge?Being a bit offensive whilst protesting for the capture and return of the baby mutilator in QLD.If you harm an infant, you can catch international flights.Be rude?Arrested and charged.",Negative,User agreement
"Joe Rogan argues Ukraine is trying to start WW3, tells Zelensky ""fuck you""

Russia has been bombing Ukraine for 1003 days in a row. Where was this energy @joerogan when Putin bombed Kyiv's main children's cancer hospital? Just massacre after massacre of Ukrainian innocents but Ukraine is never allowed to respond and if they do respond they are accused of wanting WW3. 

Putin gets to rape and kill with impunity and somehow this is never escalation 

He can bring in North Korean soldiers to invade a European country and somehow this is not an escalation",Negative,User agreement
Thank you to everyone expressing support - I t's very much appreciated. The internet was always going to be a threat to those who wish to control the narrative. But together we will prevail. We cannot stop talking about the genocide.,Negative,User agreement
"Don't forget the faces of the journalists, while they watched footage of Hamas' slaughter of Jews on October 7.",Negative,User agreement
"Today is International Holocaust Remembrance Day. 

It marks the anniversary of the liberation of Auschwitz-Birkenau where one million Jews were murdered.

This day and every day we must remember the victims of the Holocaust and combat antisemitism in all its forms.

Never again.",Negative,User agreement
"The stench of Labor will just keep getting worse between now and the election. Thankfully, Aussie voters have woken up to the fact that their lived are much worse now than they were 2 years ago, thanks to Labor. So the cure is simple. Don't vote for Labor #auspol",Negative,User agreement
In case you missed it: we're cracking down on unfair card surcharges.,Irrelevant,User agreement
"Good news; Uncle Khaled - Soul of my soul - is alive and well, this footage was taken today!He's taking care of the cats and feeding them❤️",Irrelevant,User agreement
Thank you to Deputy Prime Minister and Minister for Justice Yariv Levin for a warm welcome to Israel and a productive discussion.,Negative,User agreement
"Kindness is a strength. 

Compassion is a strength. 

We are stronger as a country when we care for the vulnerable in our society. 

During this morning's beautiful service at St Christopher's Cathedral in Canberra, we had the chance to reflect on the reasons we have to be optimistic about the road ahead.",Negative,User agreement
It was a pleasure to meet Minister of the Interior and Overseas France @GDarmanin to reaffirm Australia's commitment to engaging with France on key law enforcement issues and acknowledge the establishment of the new @AusFedPolice Post in Paris.  🇦🇺🇫🇷,Negative,User agreement
"🚨Senator Jacqui Lambie has stated that that the Misinformation bill ""has lots of problems"" and Fatima Payman's office has claimed that ""the chances of the bill passing aren't looking good.""Keep the pressure up!",Negative,User agreement
"'Wake up, wake up for my sake, my love'",Irrelevant,User agreement
"UN has adopted a resolution condemning Israel as the greatest violator of women's rights. 

Israeli women. 
Muslim women.",Negative,User agreement
"Must watch. 20 mins. Senator James Paterson confronts the Labor government over the $16 million given to Palestinian groups IN Australia, directly involved in promoting Islamic extremism and terrorism in Australia.",Negative,User agreement
@Prolotario1,Irrelevant,User agreement
"Our government has backed workers from day one. 

We've supported pay rises for Australia's lowest paid workers. We've ensured that same job, same pay is the law of the land. And over one million jobs have been created since we came to government.

Our plan to get wages moving again is working, and this month we've seen Australian workers paid an historic amount. 

We know people are under pressure, and we'll keep working every day to deliver the security and cost of living help they need.",Negative,User agreement
"Our Future Made in Australia plan is all about Australian workers and Australian companies making things here.

Because good jobs and fair wages depend on successful businesses. 

Just like the governments of John Curtin and Ben Chifley after WWII, Australia has a choice today. 

We can build a future for Australia with thriving industries through measures like Free TAFE, the National Reconstruction Fund and Production Tax Credits. 

Or we could go back down the road of sending jobs offshore like the Liberals and Nationals did when they were last in government. 

The choice is clear. 

We are building up our industrial base. 

To create more jobs and more prosperity for Australia.",Negative,User agreement
"🇵🇸🥊 UFC Fighter Bassil Hafez uses his victory speech to speak about the genocide in Gaza.""Free Palestine.""",Positive,User agreement
Remember when Israeli terrorists dressed up as doctors and executed teenagers in a hospital bed?To be clear this is a war crime that is punishable by execution. And the irony is they accused Hamas of militarising hospitals.,Positive,User agreement
Never outrage from politicians when a Muslim is attacked. Never front page coverage.A reminder we are indeed a racist country.,Negative,User agreement
Beautiful faces from the refugee camp in Gaza😭❤️.,Negative,User agreement
Deport these Un-Australian scum asap. There is simply no place for supporters of terrorism in our community. Adopt Australian values or fvck off. The Australian taxpayer shouldn't be providing any welfare for animals like these. #auspol,Negative,User agreement
"The necrophilic Israeli occupation killed a 3 yr old girl in the West Bank and detained her body for nine days before returning it yesterday. They steal corpses, many never returned. They harvest organs. We demand wall to wall coverage of all their evil.",Positive,User agreement
A photo of an Israeli soldier who lost his legs in Gaza meeting with Brian Mast who lost his legs in Afghanistan.Moral of the story: Don't occupy countries.,Positive,User agreement
F-35 fighter jet parts only made in Australia are being used by the IDF and arms/ammunition exports continue to Israel. But the Foreign Minister shows more concern about the tone of questions being asked about the exports than for the Palestinians being killed by them.,Positive,User agreement
"If it was the Sikhs, I'd call them out.If it was the Muslims, I'd call them out.If it was the Catholics, I'd call them out.I've got no horse in this race. All my research consistently leads me to the same conclusion.It really is the Jews.That's just the way it is.",Positive,User agreement
"@JEChalmers @AlboMP It should be mandatory for anyone who holds senior position in government to have real life experience, someone who knows how to actually  manage a economy so we can avoid clowns like you and your other mates in Canberra",Negative,User agreement
This remains one of the craziest sagas of content in my entire life,Irrelevant,User agreement
"🇵🇸🇮🇱 I genuinely don't believe there's a more evil country than Israel.Israel has just killed the eldest son of journalist, Wael Dahdouh.Israel has now killed:- 2 of his sons- His wife- His Daughter - His grandsonMay God ease his pain and punish those responsible.",Positive,User agreement
Everything that's true and makes my fascist settler-colonial project look bad is blood libel,Negative,User agreement
"No one feels safe in Zionist Australia - The ShotWhat kind of country do we live in, where a commentator can't retweet a clip about human rights, and a journalist can be removed for mentioning a genocide? ",Positive,User agreement
Palestinians fleeing war in Gaza have been left in despair and financial distress after being granted Australian visas only to be told they were cancelled while en route to Australia.This masthead spoke to two Gazan women in Cairo who said they were shocked to learn they could not board a connecting flight to Australia with their children after their visas were seemingly cancelled while they were midair this week.,Negative,User agreement
"If Arabs are indigenous to Israel, where is the archaeology?",Negative,User agreement
"He threw an IOF soldier / Maccabi gronk into the canal 🥵 🏊 

'This is for the children'",Positive,User agreement
"@therealrukshan You'll always lose, but debate Joel Davis anyway.",Negative,User agreement
I'm sick of this.I'm a Muslim and I'm sick of this. Why aren't Christians doing anything? Why are you weak?,Negative,User agreement
The little things that make us smile.,Irrelevant,User agreement
"Tonight the Liberal Party stood on the side of terrorists and criminals. Instead of supporting our anti-money laundering and counter-terrorism financing reform, they opposed it.",Negative,User agreement
"So this is how the holocaust passed? No not really. Back then most people around the world could say they didnt know. But not this time. Extermination is at unfathomable levels. Every sick thing an evil human mind can conjure is live-streamed. Burning patients alive, gang raping prisoners, deliberately shooting children, pillaging homes and the ever so common rounding up of men and children and burying them alive in mass graves. All of this is live-streamed mostly by Israeli soldiers.  No one can say they didn't know. #Gaza_life_matters #Gaza_in_Genocide #IsraelWarCrimes",Positive,User agreement
If only you knew how used you were.,Irrelevant,User agreement
Of course Israel doesn't want hostages back. It derails their 1) narrative and 2) their goal to seize Gaza through genocide. It's been established that Israeli settlers were murdered by Israeli forces during crossfire with Palestinian resistance,Positive,User agreement
Parliament recently passed laws that make the family law system simpler and safer for families and children. The Liberals supported those laws. Now they say they would side with Pauline Hanson's One Nation and repeal them if given a chance. 1/2,Negative,User agreement
It takes impunity to a new level for the Israeli PM to order a strike that kills 300 Lebanese civilians from the UN. This is a strike that clearly breaches the law of proportionality in warfare. If you are protected by the US and its allies these laws don't seem to matter.,Positive,User agreement
We back our police. This is why it's so important that we let our agencies do their jobs without political interference. I thank them for their work on this important matter. 3/3,Negative,User agreement
Here's what's on the agenda for tomorrow's National Cabinet.,Negative,User agreement
"Israel is killing civilians in Gaza on purpose, and it's not even debatable - @caitoz 'Just so we're all clear, it is a fully established fact that the IDF is directly, deliberately killing civilians in Gaza. There was a time in the early days of the genocide when this could be disputed, but that is no longer true. The facts are in and the case is closed. It's happening. Israeli soldiers are telling the press that they've been knowingly killing civilians and then falsely categorising them as terrorists afterward. Countless doctors have testified to routinely encountering dead and wounded children who've been shot in the head by Israeli snipers. Israeli media reports have revealed that the IDF is intentionally targeting civilian infrastructure and using AI systems to specifically target suspected Hamas members when they are at home with their families instead of out on the battlefield.The debate is over. The ""human shields"" argument has been completely, thoroughly debunked. If you still deny that this is happening, its because your worldview is so false that it requires you to deny facts and reality. We were fed lies about what happened on 7 October. We were fed lies about the Israeli abuses which led to 7 October. We've been fed lies about what's been done for the last 15 months under the justification of 7 October. And yet Israel's defenders still expect to be taken seriously when they babble about 7 October in response to criticisms of Israel's actions'https://t.co/sP2SkmDtkx",Positive,User agreement
Bring Me Thanos!!!,Irrelevant,User agreement
"Good morning Australia,The House of Representatives will try to pass the Misinformation bill TODAY.Please make sure to SWAMP the following MP's EMAILS and PHONE LINES with calls of concern and a request to withdraw their support from the bill.More updates to come.",Negative,User agreement
Loving Japan ❤️,Irrelevant,User agreement
Read more here:,Irrelevant,User agreement
"Today's interest rate cut is welcome news. And it comes after falling inflation, strong employment, and recent rises in real wages. 

Australians have achieved so much, and this is welcome relief. 

I spoke at the new @abcnews studios today in Parramatta about what today's rate cut means for Australian mortgage holders.",Negative,User agreement
All these world powers sending arms to assist Israel to kill unarmed civilians demolish buildings and push traumatised survivors from one corner to the other... What the fuck is wrong with you? You'd think Gaza was a nuclear power. Enough is enough. There is no more of Gaza left for you to test your weaponry. Fuck off. #Gaza #Israel #US #UK,Positive,User agreement
"With our help, Codie bought a house with a 5% deposit close to where she grew up.

She's one of 120,000 Australians to move in thanks to the First Home Guarantee Scheme.

Our Help To Buy plan will help 40,000 more Australians into their own place, but the Liberals and Greens have voted to block it. 

We need to get this done, because everyone deserves a roof over their head.",Negative,User agreement
https://t.co/1YgHWgCo1a,Irrelevant,User agreement
"If you're working today, thank you. You deserve your penalty rates.",Irrelevant,User agreement
"After the devastating earthquake in Port Vila, the people of Vanuatu have a long road to recovery ahead. 

Specialist medical and rescue crews, as well as members of the Australian Federal Police, will be on the ground from this evening.",Negative,User agreement
