content,sentiment,decision_source
The good guys lost.,Irrelevant,User agreement
"Pics that go hard: Soldiers of Al-Qassam guarding a Catholic church in Gaza where Father Manoel Musallam delivered a sermon on September 17, 2006.",Negative,User agreement
"I just got out of the biggest weapons expo in the southern hemisphere.I saw:- Politicians looking for their next job, - Companies selling weapons tested in Gaza,- And lots of public money going to foreign arms companies.",Negative,User agreement
"@joeldavisx So sorry you had to go through that, Joe.That must've been putrid being that close to a slime like that.",Irrelevant,User agreement
"Two months ago Motaz stood in our balcony in Gaza his camera pointed at the se angling to capture the perfect sunset. ""I only take beautiful pictures of Gaza"" he said smiling. But for the last two weeks his camera captured more massacres than I thought was possible in anyone's lifetime. He had enough... we had enough...haven't you had enough? #Gaza #Genocide #israeliwarcrimes  @azaizamotaz9 ",Positive,User agreement
"He left from Israel prison with broken arms and fingers, with a broken soul. She left Gaza with a pet. Do you guys understand the difference?",Negative,User agreement
"Australia and Papua New Guinea are close neighbours, family and equals.

Our partnership is based on our common history, our close geography and our shared vision for a peaceful, safe and prosperous Pacific.

1/4",Negative,User agreement
"Over the top outrage at @SydneyTheatreCo b/c actors wore Keffiyeh at curtain call highlights extent by which pro Israel voices cont to bully demonise and wage war on Palestinian rights and identity. @SydneyTheatreCo must stand with its actors. Here is why:1-  Over 15000 Palestinian civilians have been slaughtered in six weeks, almost half are babies. What kind of world do we live in when we can't express grieve over that?2- Three actors wearing a keffiyeh isn't a protest, it is a personal way of saying to artists like me, we hear you, we grieve for your loss. (so far, over 40 of my family members are killed and we're still counting). 3- Jewish community 'feelings' must not ALWAYS bulldoze and carpet-bomb Palestinian basic rights.   This is not Gaza. Here, expressing solidarity with a people facing a genocide is a moral obligation. 4 - As for comment by singer  @TaniadeJong  describing ""protest"" as ""appalling and arrogant"" stunt that threatened entire arts sector, I would ask isn't attempts at silencing diverse opinions on Palestine/Israel a threat to the entire arts sector?",Positive,User agreement
It never started on the 7th of October.,Negative,User agreement
Admit it. You still do it too. ❄️,Irrelevant,User agreement
"We want to see Australian workers building more things here. 

That's why we're delivering a $750 million boost to back our local metal manufacturers. 

It will help Australian metal-making businesses and industry adopt the latest low-carbon technology and innovations - like those being developed here at Curtin University.

Labor believes in a Future Made in Australia - and we're backing the scientists and manufacturers who will get us there.",Negative,User agreement
"This Zionist lobby group wants you to believe that pro-Palestine protesters killed him. He attacked protesters, and the sheriff's office has said: ""During the altercation, Kessler fell backwards and struck his head on the ground.""",Positive,User agreement
75 years ago today Australia's first citizenship ceremony took place. And today we welcome thousands of new Australians every year at citizenship ceremonies across Australia.,Negative,User agreement
Thank you all for incredible birthday love. Feeling so grateful. #thisis56,Irrelevant,User agreement
"No one held back and no one left behind. As Prime Minister, I've worked every day to make that a reality.

Giving tax cuts to everyone not just some. Cutting student debt. Making free TAFE permanent. Increasing rental assistance. Making it easier to buy a home. 

Labor is the party of opportunity and we'll always fight for the most vulnerable in our society.",Negative,User agreement
"If you've got a student debt, it's about to get smaller.",Irrelevant,User agreement
"Congratulations Labor, you've done it again. You've just made everyone worse off for a problem that doesn't exist using technology that doesn't work. Mainstream Aussies understand that climate change is a scam to rip more money from our wallets so that you can give it to your mates. Bastards the lot of you #auspol",Negative,User agreement
propaganda machine goes brrrrrr. funny how there are endless videos of zionists physically attacking people including minors on the streets and none of those make the cover of this rag,Positive,User agreement
🇵🇸🇮🇱 A doctor in Gaza tries to calm down a child shaking from fear due to Israeli airstrikes.,Negative,User agreement
RIP to a real one.Jimbo is eternal -Hail Jimbo!,Irrelevant,User agreement
"The ceasefire doesn't include the release of any of the 2.3 m Palestinian hostages trapped in Gaza. It also doesn't guarantee their protection or the restoration of any of their basic human rights. More importantly, it doesn't bring about an end to their genocide. Just saying.  #ceasefire #Gaza #israel #Palestine",Positive,User agreement
"Lex Fridman: ''I gave Zelensky every single chance to say a kind word about Putin''

Who the fuck do you think you are dude",Negative,User agreement
A minimum age for social media of 16 years will make a difference.,Irrelevant,User agreement
"These centres will educate young Australians about the horrors of the Holocaust. 

They will teach them from an early age that such prejudice, hatred and violence has no place here. 

Not now, not ever.",Negative,User agreement
This election will be a make or break moment for Medicare.,Negative,User agreement
Met with Australia's special envoy to combat antisemitism Jillian Segal this morning in Canberra to talk about the work we're doing to make Jewish Australians feel safe.,Negative,User agreement
@TrumpetPatriots Literally anything but cutting immigration.This is shameful.,Negative,User agreement
What are UK forces doing in Gaza?,Negative,User agreement
Fixed it!,Irrelevant,User agreement
The Galilee is Palestine. The Galilee is where my family is from. You ethnically cleansed and exiled us from the Galilee and north Palestine. You massacred and plundered our villages. You support your fellow imported maniacal settler parasites who've barged into our homes,Positive,User agreement
"We'll keep the NBN in public hands so good internet access is always affordable.

Whether it's working remotely, running a business or studying at home, high speed broadband is a non-negotiable these days. 

So we're making sure it stays in the hands of the Australian people.

Because you deserve affordable and high speed services no matter your postcode.",Irrelevant,User agreement
Wishing a happy Festival of Lights to all those celebrating over the coming days.,Irrelevant,User agreement
Now and then. @DafneKeen #DeadpoolAndWolverine #LOGAN,Irrelevant,User agreement
"🚨 BREAKING: A parliamentary inquiry into the establishment of NSW 'Hate Speech' laws WILL occur.The truth about who was aware of the Dural caravan being exploited as a political maneuver to push these laws through WILL BE EXPOSED.23 YES, 14 NO.",Negative,User agreement
"We're making Bruce Highway safer, giving it the upgrade Queenslanders have always needed with a record $7.2 billion investment.",Irrelevant,User agreement
🇮🇳 🤝 🇮🇱,Negative,User agreement
"Happy birthday Triple J.

Fifty years of opening our ears to music we would not have heard without you. 

A platform for Australian musicians, and a launch pad for broadcasters, journalists, and comedians.

Triple J, and Double J are a central part of Australian cultural life, enriching our lives and expanding our perspectives.

Thank you for 50 incredible years - wishing you another incredible half century.",Irrelevant,User agreement
Like moths to a flame,Irrelevant,User agreement
"#auspol
illegal arrivals to be housed in luxury hotels because detention centres are closed.

One Labor shambles after another.",Irrelevant,User agreement
@TheFlatEartherr LFG!,Irrelevant,User agreement
"I don't know where my emotions are. They come to the surface briefly. A tear here, a sigh there, a heart suddenly racing out of my rib cage. Then all goes back to numb. Because how does one process so much loss? So much grief? A reminder, I still need to write to my sister-in-law to say I'm sorry for the loss of 50 members of her family whose corpses were discovered decomposing? Decomposing. I've never had to use this word so much. It is almost part of our daily vocabulary. How do I tell my aunty it's ok that she has to leave again... and again...and again...from shelter to shelter while the bombs keep following her. How do I tell my uncle, an elderly man who loves life and always has his morning coffee in his garden listening to his music, how do I tell him that it's ok 3amo. I know you got used to this shit shelter, but the tent might be a good change. We don't even know if they'll find a tent.  If any of them will be alive tomorrow. How do I answer to the question 'how are you?' Can I just say I am numb. I don't know where my emotions are. I seem to have lost them after first week of this nightmare. #Israel #Palestine #GazaGenoside",Positive,User agreement
If you don't want this for America you are a r*cist and you should lose your blue check mark,Negative,User agreement
"I want the community to know that we will see this synagogue rebuilt.

And we will see those who burned it brought it justice.",Negative,User agreement
No one is the raping Israel except for other Israelis.,Positive,User agreement
Boomers will kick you out of the house at 18 so they can live like this on a Tuesday at 11am,Irrelevant,User agreement
A couple of tired IDF soldiers. 💙,Negative,User agreement
"This is going to change lives.

We've made the biggest increase in Commonwealth funding on offer to public schools across Australia. 

I want to make sure that every student in Australia, no matter where they live and learn, receives every opportunity.",Irrelevant,User agreement
"And we'll reduce the amount you have to repay each year. 

The Liberals and Nationals oppose cutting debt, and would leave millions of Australians worse off.

But we know it's the right thing to do, because it'll widen the doors of opportunity for more young Australians.",Irrelevant,User agreement
"She set up her camera in the right spot to have everything in frame, pressed record, and then did this btw.",Irrelevant,User agreement
🇵🇸🇮🇱 Dave Chappelle on Palestine - Israel.,Negative,User agreement
Iconic.,Irrelevant,User agreement
🇵🇸🇮🇱 Israeli police bully worshippers outside Al-Aqsa Mosque (April 2023),Negative,User agreement
"Child care centres like this one in Melbourne offer kids the best start in life. 

That's why we're going to build 160 new centres across the country.

And we'll scrap the activity test to guarantee that every family can afford 3 days of child care.",Irrelevant,User agreement
"Hey, the babies story was not all a lie. Almost five hundred babies were killed in six days... I reckon even ISIS could not match this number. Only problem is the 500 babies were Palestinian. Killed by Israel. So I guess there is nothing to see here. Just a blank space where genocide grows. #Israel #Palestine #GenocideinGaza",Positive,User agreement
"The flag of 'Palestine' 1934. Always was, always will be Jewish.",Negative,User agreement
"This is such a fucking evil post. 

Zelensky isn't the one killing people - when the Russians send a glide bomb into a Ukrainian residential block, it's the Russians murdering people.",Irrelevant,User agreement
"BREAKING🚨: The UN secretary General and and Israel admit there is ZERO evidence of rape on Oct 7 after examining all of the 5,000 photos, 50 hours of videos and audio from the day. Mass rape on Oct 7 was  just another Israeli atrocity propaganda like 40 beheaded babies.",Positive,User agreement
"Why aren't law enforcement agencies actively dealing with Muslim groups and their sympathisers that continuously take to our streets waving terrorist flags?

Australians are tolerant for those who love our country, abide by our values, and embrace our culture, irrespective of background or religious beliefs.

What we won't put up with is rampant islamic mobs terrorising our citizens and threatening our way of life. #auspol",Negative,User agreement
Black fragility,Irrelevant,User agreement
"A lot of Australians are getting fed up with this level of influence by one group.We have an election very soon. Make it count.Vote only for those independents who oppose the genocide. LNP last, Labor second last. It's Labor's failure to stand up to a raft of demands and noise that has allowed all this to get out of hand.",Negative,User agreement
"a woman in america tried to drown a palestinian toddler and her 6yo brother. in america, a 6yo palestinian boy was stabbed to death late last year. in america, a young palestinian man was shot, now paralysed neck down. but shh ignore that and focus on zionist crocodile tears",Positive,User agreement
"Today's rate cut is welcome news. It will mean Australians paying less on their mortgages.

Inflation was more than 6% at the last election, and now it's down to 2.4%. Australians have worked hard to get here. 

The worst is behind us. But we know there's more work to do - and more help is on the way.",Negative,User agreement
"The incident in Sydney is an outrage and another antisemitic attack. 

I will be briefed by AFP Operation Avalite officials this morning.

I stand with the Jewish community and unequivocally condemn this attack.

There is no place for hatred or antisemitism in our community.",Negative,User agreement
https://t.co/tRVrWdvLFl,Irrelevant,User agreement
Israelis breaking the doors demanding the right to rape the Palestinian prisoners in side.Im not even joking. This is what's happening.,Positive,User agreement
We're making child care more affordable and closer to home.,Irrelevant,User agreement
"At the going down of the sun and in the morning. We will remember them. 

Lest We Forget.",Irrelevant,User agreement
"I just called on the Albanese Labor Government to follow Canada, Japan, Spain, Italy, Netherlands Belgium and many others in ending the weapons trade with the State of Israel.",Positive,User agreement
Press Like ❤️  and Repost 🔄 if you've had enough of Labor.,Irrelevant,User agreement
Toll will be paid.,Irrelevant,User agreement
The man behind the great mockery of Jesus at the Paris Olympics. What do you notice?,Negative,User agreement
"Queenslanders don't need reminding why this matters. 

The terrible events that occurred not too far from Ipswich in Wieambilla, when two police officers and a brave neighbour were murdered, was the catalyst for this important reform.",Negative,User agreement
"Regional Australians need reliable, quality transport to stay connected and thriving. 

So today we're backing REX airlines to ensure regional communities have access to crucial regional flights. 

We won't leave these communities behind and we'll keep building Australia's future right across our country.",Irrelevant,User agreement
Nobody on the right is talking about this enough,Irrelevant,User agreement
"I've worked to protect local breweries for years, reforming excise tax and ending the discrimination against small brewers of craft beer.

Because local business is so important to a thriving community and economy.

Back in my hometown to celebrate the Inner West Ale Trail tonight.",Irrelevant,User agreement
"You know the world is broken when greatest news you get is that 10 yr old Kareem was finally buried after 5 days of decomposing in his family home. His parents took opportunity Israeli tanks moved out of their street to dig outside their building with their bare hands a shallow grave to lay him to rest. Still no ambulance in sight. And, another cousin was pulled out of the rubble of her collapsed home with her two children and all three are alive. By any other standard outside Gaza these two pieces of news would be considered tragic.  #GazaGenocide #IsraeliWarCrimes",Positive,User agreement
"@JimFergusonUK I will pay for his air fair, I couldn't think of anything better than fauci rotting away in a Russian prison that would be justice !!!",Negative,User agreement
"Today's the day, Australia. Vote YES.",Irrelevant,User agreement
@realRick_AUS,Irrelevant,User agreement
"The 2002 Bali bombings took the lives of 202 people, including 88 Australians. Hundreds more were wounded, with victims and their families still living with the trauma of that day.",Negative,User agreement
"@DaveMilbo All the normal people are out enjoying themselves, you do realize Vic has over 6million population no body gives a fuck about degenerate abos fuck offf",Irrelevant,User agreement
"🇵🇸🇮🇱 Israel chose to commit a massacre in Gaza during the Super Bowl.Do you understand how evil that is?They waited for Americans to be occupied, and then decided to carpet bomb Rafah.It's 4am in Palestine.It's hell in Rafah.Hell.Curse Israel.",Positive,User agreement
@elonmusk And yet u block my speech about Palestine?,Negative,User agreement
Kareem is still denied the dignity of burial. It is almost three days now since he was killed. Let's at least give him the dignity of sharing his story. Thanks @NabilAlNashar and   @ahmedyussuf10  for writing this heartbreaking story.  #Gaza,Negative,User agreement
"🚨🇺🇸 Hulk Hogan Rips His Shirt on The RNC Stage""LET TRUMPAMANIA MAKE AMERICA GREAT AGAIN!""",Irrelevant,User agreement
"This morning I had a great conversation with President @realDonaldTrump 

We committed to working constructively together to advance Australian and American interests, drive economic prosperity and face shared challenges.

For decades, the Alliance between the United States and Australia has served the interests of both our nations, and supported peace, stability and growth in our region.

I look forward to working closely with President Trump to create jobs and deliver benefits for both our nations.",Negative,User agreement
"In Melbourne. 

These people are not just clueless (and aggressive) protesters. They also vote. This is how Islam will get into parliament.",Negative,User agreement
This legend. @wesleysnipes #Blade #DeadpoolAndWolverine,Irrelevant,User agreement
"With this reform we are sending a clear, united message: Every Australian government is committed to doing everything we can to keep our police forces and our communities safe from gun violence.",Negative,User agreement
"I'm pleased hostages are home, but let's not be distracted & forget about all the unnecessary Palestinian deaths. We know the IDF could've brought all the hostages home months ago & avoided the senseless murder of innocent Palestinian children. 
But we know their true motivation.",Positive,User agreement
'Won't somebody please think of the children!' Just not the over 6000 slaughtered Palestinian kids and an entire generation maimed and traumatised,Positive,User agreement
@HonTonyAbbott What exactly do Aussies get out of supporting Israel?Can you list even one valid example of something?,Negative,User agreement
Time to start eating an apple a day 🍎,Irrelevant,User agreement
"Senator Sarah Hanson-Young on the 'Social Media Minimum Age' bill:""The reason this bill is being rushed without scrutiny is because both the Leader of the Opposition, Peter Dutton and Prime Minister Anthony Albanese are worried that if people really knew what the consequences of this bill mean, they wouldn't support it.""",Negative,User agreement
Today marks one year since the Albanese Labor Government introduced 10 paid days of family and domestic violence leave for millions of workers. Ending gender based violence in Australia is a long term goal that we all need to work towards.,Irrelevant,User agreement
"Announcing Basem Abdo as Labor's candidate for Calwell at the next election. 

Basem lives with his wife Natascha in Greenvale in Melbourne's north.

He's passionate about manufacturing, education and helping young people in the area get the best start in life. 

He loves his multicultural community, and wants Labor to keep delivering free TAFE, more jobs and more options to see the doctor. 

Basem will make an excellent representative of this beautiful part of Melbourne.",Negative,User agreement
"Israel has produced its first ""rape"" victim, she accuses Hamas of *drum roll* staring at her.""If a guard stares at you everyday for ten minutes, trust me that's a rape"".By mass rape they meant mass staring. This is their entitled victimhood mindset.https://t.co/6g8x6pahPN",Positive,User agreement
"Amnesty sounds the alarm as IDF denies arresting Abu Saffiyah, saying he has been disappeared.",Negative,User agreement
"Ending antisemitism requires work across governments, across police forces, and across communities. 

This new police Special Operation will focus on threats, violence, and hatred towards Australia's Jewish community.

As confirmed by authorities today, the Adass Israel Synagogue attack will be investigated as a terrorist incident. 

It's the third arson attack, after the attack on Josh Burns' office and the Sydney Woollahra car incident.

In response, the Government has set up AFP Special Operation Avalite, a Commonwealth-led team that will work with state and territory police forces. 

Antisemitism has no place in Australia. 

We stand with Australia's Jewish community.",Negative,User agreement
Still waiting for sanctions against our friend Israel which is committing genocide,Positive,User agreement
"Sports clubs keep our communities running.

Providing a space for young and old to be social and stay active, all while boosting our economy. 

Not to mention getting kids onto sport fields and off screens.

Great to be with @PeterKhalilMP to talk to local sport clubs in Melbourne.",Irrelevant,User agreement
🇵🇸🇮🇱 Joe Rogan on Palestine - Israel,Negative,User agreement
@Just_Rad @cb_doge And I only follow 2 of them No1 &  No 8,Irrelevant,User agreement
Hypocrisy at its finest.,Irrelevant,User agreement
"It was a great honour to meet the President of the State of Israel, Isaac Herzog, in Jerusalem today. We reflected on our longstanding personal friendship which echoes the bonds of friendship between so many Israelis and Australians and our two great nations.",Negative,User agreement
"Congratulations Professor @matthewbailes, winner of the 2024 Prime Minister's Prize for Science, and to all recipients for their exceptional contributions in science and teaching.

Professor Andrew Wilks, and Dr Chris Burns winners of the PM's Prize for Innovation. And Daniel Edwards and Alice Leung for winning the PM's Prizes for Excellence in Science Teaching.",Irrelevant,User agreement
We will not be silent. Silence is complicity. Ceasefire Now.,Negative,User agreement
"@rationalaussie Keep in mind the word disability covers a very broad area, you can be sad on a Monday and be declared disable in aus",Irrelevant,User agreement
BREAKINGIsraeli media report Netanyahu has pulled all stops out to kill any deal for the return of hostages.,Negative,User agreement
"I can't stop thinking about how Wadee ran up to hug the landlord before this devil stabbed him 27 times. 

Rest in peace, sweet boy, may you and the tens of thousands of Palestinians kids in Gaza murdered by zionism be holding each other and playing together somewhere.",Positive,User agreement
Poisoned AID packages have resulted in 60 Palestinians being hospitalised. Israel is demonic.,Positive,User agreement
Australian citizenship tests should only be given in English.,Negative,User agreement
"Welcome home to our @ausparalympics athletes 🎉 

You have given the next generation new Australian heroes to follow, and you have done your country proud.",Irrelevant,User agreement
"Michael B. Jordan reminds his interviewer that she used to bully him in high school.""I'm the corny kid right?""",Irrelevant,User agreement
"5' 3"" with an attitude",Irrelevant,User agreement
"@theheraldsun So Sudanese people can shoot eachother at Halloween parties, but White Australians like Sewell get raided at dawn for what?An offence that is probably on the minimal end of objective seriousness?",Negative,User agreement
An important one.,Irrelevant,User agreement
"588,000 dislikes - when will Hollywood learn?",Irrelevant,User agreement
"After their son Daniel was tragically taken from them, Bruce and Denise Morcombe channelled their pain into protecting children.

For almost 20 years, they've been educating children on staying safe, helping victims of crime and supporting families of missing persons.",Irrelevant,User agreement
Nice to hear an Englishman finally speak like an Englishman,Irrelevant,User agreement
"Australia's heart breaks for Israel.

Here at home, we know that for so many, there is a deep sense of anxiety for those with families and loved ones in Israel. We stand alongside them.",Negative,User agreement
"Tonight I stood with my community. Together we mourned the greatest loss of Jewish life in a single day since the Holocaust. And we stood united against the ongoing atrocities of Hamas.

Australia stands with Israel. We stand with the Jewish community.

And we always will.",Negative,User agreement
This little child grew up and his picture is in the first reply.,Irrelevant,User agreement
"The International Court of Justice is key to upholding the rules-based order.

Australia supports Judge Hilary Charlesworth for re-election to the ICJ.

A vote for Judge Charlesworth is a vote to uphold a representative, robust and fair international legal system.",Negative,User agreement
"NUMBER OF JEWS IN MIDDLE EASTERN COUNTRIES. 

EGYPT: 10 
JORDAN: 0 
SAUDI ARABIA: 0 
LEBANON: 100 
SYRIA: 0 
IRAQ: 4 
IRAN: 8,300 

NUMBER OF ARABS IN ISRAEL: 2 MILLION. WITH FULL CIVIL RIGHTS.

BUT SURE, ISRAEL IS THE APARTHEID STATE.",Negative,User agreement
Congratulations Jotham Napat on your appointment as Prime Minister of Vanuatu. Australia and Vanuatu are family and share a deep and enduring partnership. I look forward to working with Prime Minister Napat to strengthen our relationship. 🇦🇺🇻🇺,Irrelevant,User agreement
"TAFE changes lives. 

And in the past two years, over half a million Australians have enrolled in fee-free TAFE thanks to our government. 

A strong TAFE sector means more tradies, more carers, and more workers who will drive our digital transformation. 

It's why we'll make free TAFE permanent, nationwide. 

I spoke to business leaders at the Australian Chamber of Commerce and Industry about the vital role that our investments in TAFE and university play in creating opportunities for individuals, and for driving growth and productivity in our economy.",Negative,User agreement
Beautifully said.,Irrelevant,User agreement
"All you need is your Medicare card at our Urgent Care Clinics. 

We've opened 87 of them across the country, including this one in Perth. 

They're for when it's urgent but not an emergency.",Irrelevant,User agreement
"So Labor can bring in terrorists on their out of control immigration program, but they want to punt an Aussie veteran's widow out of the country! Sums up Albonese to a tee.
#auspol",Negative,User agreement
@joeldavisx Salute to all the blokes brave enough to go out and do real activism.You're heroes and will be remembered.,Irrelevant,User agreement
🚨🇧🇷#BREAKING: A large passenger plane just crashed in Brazil.,Irrelevant,User agreement
Stop bringing up my past. ❤️💛#DeadpoolAndWolverine,Irrelevant,User agreement
"🇺🇸👮🏻‍♀️ Candace Owens Reacts to Trump's Female Secret Service""Men are strong. Let men protect men. It is a joke to have women protecting men. That is a joke. Physically protecting men, that is a joke.""Do you agree with @RealCandaceO?",Irrelevant,User agreement
@SkyNewsAust Question was: will you be voting Labour next election 😂,Irrelevant,User agreement
"As long as there's a Labor Government, free TAFE is here to stay.",Irrelevant,User agreement
@PhilMcDuff This has to be top tier satire or the saddest thing I've ever seen.,Irrelevant,User agreement
"Peter Dutton doesn't want you to see this.

#auspol",Irrelevant,User agreement
This is all that's needed.,Irrelevant,User agreement
And we pay tribute those who serve today.,Irrelevant,User agreement
IDF soldiers preparing before entering Rafah. Please pray for them and for Israel 💙🇮🇱,Negative,User agreement
"Does anybody find it extremely odd that the hacking group known as 'Anonymous', which markets itself as some sort of heroic anti-corruption organisation is pro-Ukraine, pro-establishment and is currently exposing the identities of protesters.100% run by intelligence agencies.",Negative,User agreement
The war on Palestine started in 1948 you dumb cunt,Negative,User agreement
"I'm here in the Netherlands to mark 10 years since the downing of Flight MH17. 

Australia will never forget the 298 people, including 38 people who called Australia home, whose lives were taken on 17 July 2014.",Irrelevant,User agreement
"less than two years ago everything turned blue and yellow overnight. every website I went to, every logo, every app, every institution. billboards, light displays. blue and yellow for ukraine. blue and yellow. and for palestine, for gaza, just darkness",Negative,User agreement
"Red AlertDutton and the Zionist lobby are pushing to criminalise free speech following more graffiti and an incident involving eggs.If they succeed, we will be a fascist state, just like Germany. This frenzy of antisemitic acts is extremely opportune in timing. The new laws will be debated under enormous pressure to clamp down on peaceful protests and free speech. Don't succumb Australia. Let the police get to the bottom of what is mostly petty crime by PAID criminals.'Mr Dutton has called for mandatory minimum prison time for terrorist offences to be included in hate speech laws set to come before the parliament in the coming days.'Via @MichaelWestBiz",Positive,User agreement
https://t.co/Fp2panyByQ,Irrelevant,User agreement
"That's why we've launched 'HomeKeeper' - our plan for discounted mortgages to rein in big bank profiteering.HomeKeeper will save someone with the average mortgage (of $589,560) approximately $4284 a year.It'd be available to any owner-occupier. Not property investors.",Irrelevant,User agreement
I JUST SAW a hypersonic missile impact on Israel.,Negative,User agreement
"Ian Carroll on Israeli Propaganda ""They realized the whole world would turn against them and call them a Colonial Project""",Positive,User agreement
The Greens say out loud what has been obvious for some time: they run Labor's foreign policy.,Irrelevant,User agreement
The 1871 Corporate Act dies today.,Irrelevant,User agreement
Sending 15 police to arrest a couple of student peace activists is about as transparent an attempt at intimidation as you're likely to see.,Irrelevant,User agreement
A 1991 study of boys with 'gender identity disorder' showed that most of the mothers had borderline personality disorder.https://t.co/Zm28d8dcW5,Irrelevant,User agreement
Funny how that works eh?,Irrelevant,User agreement
"5. The Labor party is trying to sell that they stand up for injustice and human rights. Well I tell you what Mr Albanese, Australians are not buying it.",Irrelevant,User agreement
"The Victorian Labor Party, just voted for Pedophiles to get suspended sentences if they convicted a crime pre 2011...Is this why The Government wants us all to be silenced under Hate Speech Laws?",Irrelevant,User agreement
Fuck off. I don't want to get raped by Israeli baby-killers.,Positive,User agreement
"Multi-millionaire (net worth $6 million) Simon Cowell is begging for donations for the fire victims of the wildfires in California, whilst he actively supports the IDF, as they burn Palestinian children to death.What's your message to him?",Positive,User agreement
"Costume spotted in Madrid, Spain",Irrelevant,User agreement
"Hollywood actor James Woods said of the Palestinians, ""No ceasefire. No compromise. No forgiveness. #KillThemAll.""His Hollywood home has burned to the ground.Good. Fuck you, James.",Negative,User agreement
The VS Executive has voted unanimously to adopt a new set of rules for those seeking preselection as party candidates. These rules disqualify landlords who collect ongoing rent payments on investment properties apart from their primary residence from seeking  preselection.  🧵,Irrelevant,User agreement
https://t.co/SL8wxLnCXi,Irrelevant,User agreement
Game Over UK.,Irrelevant,User agreement
"On the 1st:Public & community homes are often older buildings that are unbearably hot. Tenants sweat through dangerous, brutal summers.This money means 50,000 homes can get aircon, insulation, new appliances, solar panels & batteries (and ~$1800 a year off their power bills).",Irrelevant,User agreement
FACTS.,Irrelevant,User agreement
"BTW the Jewish guy who pulled the staged antisemitism stunt at the Cairo takeaway has now threatened to sue the cafe if they don't make an unequivocal apology to him.Yes, you heard that correctly.",Negative,User agreement
"Modern ""Israelis"" are NOT biblical Israelis. The vast majority of them are from Europe and their ancestors never stepped foot in the Middle East. I cannot believe how long Zionists have gotten away with such an enormous SCAM.",Positive,User agreement
https://t.co/vfyqPXRo34,Irrelevant,User agreement
"In a world of Bono's and Lady Gag Reflex's, be a Roger Waters. ❤️🇵🇸",Negative,User agreement
We made the surprising discovery today that it appears to be @electionsvic policy that council candidates cannot mention Israel's genocide in Gaza because it may 'cause offence'. See email below to our candidate for Darebin (West Ward) Cat Rose. 🧵,Positive,User agreement
@PaulineHansonOz can I voice myself when I'm the feature of your next 'Please Explain' episode? ✌️,Irrelevant,User agreement
"Most Muslims are NOT ISIS. Most Christians are NOT the KKK.Most Jews ARE in fact Zionists. And Jews are behind ISIS, the KKK &       Zionism.😂 It's not difficult to understand.",Positive,User agreement
🚨 Independent Senator Fatima Payman has confirmed that she will vote NO for the Misinformation bill.IT'S OVER.,Irrelevant,User agreement
"We're already seeing the impacts of catastrophic climate change - but every coal and gas project approved by Labor heats our planet and puts lives at risk.No new coal. No new gas. We need a just transition for workers, for our kids, and for our planet.",Irrelevant,User agreement
@NiohBerg Why are you lying?,Irrelevant,User agreement
BREAKING NEWS: Ammo websites all over America are crashing due to insane levels of demand.,Irrelevant,User agreement
https://t.co/hKHgUMNs9p,Irrelevant,User agreement
"Corporations over community is the theme of ALP & Libs in Parl today. But this election is our chance to turn this around. We can put more Greens MPs in parliament to fight for you. Not billionaires & big corporations. If you want change, the first step is to vote for it.",Irrelevant,User agreement
https://t.co/WKqenp2hdP,Irrelevant,User agreement
"Governments are underfunding public schools and shifting these costs onto parents struggling with the cost of living.While 1 in 3 big corporations pays no tax, families are forking out thousands in 'voluntary' fees, uniforms and out of pocket costs,  It's time this changed.",Irrelevant,User agreement
"Our plan fights for community, not corporate interests. We can't keep voting for the same two parties and expecting a different result. Change is possible, but you're going to have to vote for it.",Irrelevant,User agreement
https://t.co/j5BlNUSIMF,Irrelevant,User agreement
"I am feeling the pain of all those in Gaza without water, food, electricity or safety and all those families who have lost loved ones including children.",Negative,User agreement
"One million Iraqi citizens were killed because of this lying cunt, who still operates in elite positions as a free man.",Irrelevant,User agreement
The line for a rental inspection in Melbourne this morning. An experience completely alien to major party politicians - most of whom belong to the investor class and benefit from the current system.,Irrelevant,User agreement
