content,sentiment
"Your boos mean nothing, we've seen what makes you cheer.",Irrelevant
@MurrayWatt That your Dutton dirt for today? You're pathetic,Irrelevant
"@HenMazzig Again, ur being disingenuous. Israel has 10,000+ Palestinian men, women & kids as young as 12 who hv been taken & put thru unfair military trials, held in solitary confinement & held unjustly vs Israelis who r put thru regular courts. 

THIS is why Oct 7 happened.",Positive
@DavidPocock Did you watch all of it or just the legacy media video?,Irrelevant
"The moment the war came to Australia 83 years ago was almost innocuous, with sailors in Darwin Harbour looking up to admire what they mistook for a friendly formation.

By the time the sirens sounded, the bombs were already falling.

Our nation, once so safe in our geographical isolation, felt the full brunt of a relentless enemy.

The attack was led by the same commander who had led the attack on Pearl Harbor. More than 260 aircraft came roaring in, dropping nearly 700 bombs.

Amid the fear and the confusion, our servicemen fired back with whatever they could lay their hands on, even if it was just a revolver.

There was such desperation, suffering and destruction, but what stood tallest was their extraordinary courage.

Thanks to them, Darwin stood.

Over Japan's nearly two-year campaign and 64 air raids, the defenders of our great northern city responded with courage, resilience and resolve.

They withstood an empire.

And they gave the people of our entire continent the hope that would do so much to carry us through the war.

Lest we forget.",Negative
"Yesterday he was ""SHEIKH ALBO"" today he's ""GAYBO"" wtf is wrong with this dikhead. What an embarrassment to our country this weasel is.",Irrelevant
"Ex-Tropical Cyclone Alfred has been downgraded, but very serious risks remain - flooding, strong winds, and heavy rain continue across southeast QLD and northeast NSW.

Please continue to follow official advice. Stay inside, and look after one another.

My government has your back, and we are with you every step of the way.",Irrelevant
"Inflation is going down. Wages are going up. Unemployment is low.

After a tough few years, we've started 2025 with new reasons to be optimistic about the road ahead. 

There's more to do.

We're back in Parliament to make free TAFE permanent, guarantee three days of child care subsidy, keep the NBN in public hands and more.

We're building Australia's future.",Irrelevant
"Around the world and here at home, our government will always stand up for Australian jobs and Australian industries. 

The US decision to impose tariffs on Australian steel and aluminium as part of a global decision is unjustified.

As with the other products and resources that Australia has, we will continue to diversify markets for our products which are in demand globally.

All Australians can join this effort and support our industries by taking the opportunity to buy Australian.",Negative
This is horrific.,Irrelevant
"Join me in supporting the Demand Australia Sanctions Israel now, campaign.

It takes 30 seconds to complete.",Positive
"""The Palestinians must be given back their homeland""
- Australian PM, Anthony Albanese",Negative
"Kindness is a strength. 

Compassion is a strength. 

We are stronger as a country when we care for the vulnerable in our society. 

During this morning's beautiful service at St Christopher's Cathedral in Canberra, we had the chance to reflect on the reasons we have to be optimistic about the road ahead.",Negative
"2023 named hottest year on record as scorching temps sweep Aust. Climate Council. 
Anybody who has the capacity for critical thinking cannot believe that nonsense. Winter was cold & summer has been occasionally really hot but mainly normal summer weather.",Negative
Today I met with Ella and Daniel in Tel Aviv. Both had family members taken as hostages by Hamas terrorists on 7 October 2023. 467 days later they speak for all of us when they demand the return of all hostages to their families. The ceasefire must make that a reality.,Negative
"This morning I had a great conversation with President @realDonaldTrump 

We committed to working constructively together to advance Australian and American interests, drive economic prosperity and face shared challenges.

For decades, the Alliance between the United States and Australia has served the interests of both our nations, and supported peace, stability and growth in our region.

I look forward to working closely with President Trump to create jobs and deliver benefits for both our nations.",Negative
@swathi_soren @DrLoupis @DMichaelTripi They profit off the degeneracy while degrading the moral fabric of society.,Irrelevant
@jokes_kidding @karaokecomputer Now think of what Palestinians have been experiencing for 75+ years!!,Negative
"Opportunity, safety, and genuine investment are key to healthy communities. 

That's why we're strengthening services in remote Aboriginal communities in the Northern Territory. 

Today's funding agreement with the NT Government and Aboriginal Peak Organisations NT will support local leadership. 

It's about creating jobs, and making sure families get the care and support they need from services like the Central Australian Aboriginal Congress here in Alice Springs. 

My Government remains determined to seek better results for Indigenous Australians to help Close the Gap.",Negative
"This is a mosque. A house of worship. Imagine if it was a synagogue. Imagine the outrage then.

Israel has bombed 59 mosques in Gaza since October 7",Positive
"@SenatorPayman Thanks honourable Senator. Shameful silence of your Labor colleagues surely means it's time to leave the party and be on the right side of history.
From the river to the sea, Palestine will be free!",Positive
@medeabenjamin Is there any politicians in USA that support and represent the USA citizen? Free Palestine,Negative
"You're literally posting photos of people washing clothes and people bathing in the ocean after Israel bombed the living hell out of their neighborhoods and killed their families.

Gaza is a coastal strip. They aren't chilling at the beach, that's where they were displaced to",Positive
Lmfao. What home? The one y'all stole?,Irrelevant
"@EstrogenBlood @suseyblue @TullipR @Kelechi65512 @theyasminbenoit @PrideInLondon Yes, it's cruel because you have no idea of his situation or his feelings. Your feelings don't trump his.",Irrelevant
@zeee_media @AlboMP Yeah! What she said! Fuck you Albo - can't wait till you're put out to pasture,Irrelevant
Everyone has a stake in defending humanity and dignity and Palestinian liberation is tied to disability justice.,Negative
"Poor form from sky news peter stefonovic during an interview with a young aboriginal man. It was a blatant set-up, but we've become accustomed to the gutter 'journalism' from the Murdoch sewer. I hope peter sleeps well at night for humiliating the young man unnecessarily. PIG!! #auspol",Negative
"@Wordsarewordz Exactly how is religion done in Israel, Natalie?
Her white mimicry is exceptional.",Negative
"The attack on the Allawah synagogue overnight is a sickening and unacceptable act of antisemitism.

Police are investigating.

As my colleague Linda Burney has rightly said - we cannot let cowards in masks divide us.",Negative
Please help the #FreedomFlotilla sail! For more information and donate options:,Irrelevant
@JacintaAllanMP Free free free free free free free free free free free jacinta fuk off we've had a gut full of you socialist  pricks,Irrelevant
"@aziz0nomics ""They""

Your comment is just as antisemitic because there are a ton of Jewish people on the right side of history condemning Israel, John.",Negative
"Anthony Albanese was out strolling one morning along the harbour pathway near Kirribilli House in Sydney when he tripped, fell down the bank and landed in the water below.

Before the Security detail guys could get to him, 3 kids who were fishing pulled him out of the water. 
 
He was so grateful he offered the kids whatever they wanted. 
 
The first kid said, 'I want to go to Movie World in QLD'
Albo said, 'No problem, I'll take you there on my special Prime Minister's airplane.'

The second kid said, 'I want a new pair of Speedo 'SHARK' bathers.'
Albo said, 'I'll get them for you, and even have Ian Thorpe sign them!'

The third kid said, 'I want a motorised wheelchair with a built in TV and stereo headset!' 
 
The PM was a little perplexed by this and said, 'But you don't look like you're handicapped.' 
 
The kid said,'I will be after my dad finds out I saved you from drowning!'",Negative
Israeli prison guards fractured both arms of this child during beatings. This report also alleges prison guards urinate on handcuffed prisoners. Like I said. They just show us everyday who they are. This apartheid regime needs to be dismantled for the sake of humanity.,Positive
@TAbreu24 @OliLondonTV Not all Muslim women wear veils,Irrelevant
"For three years Australia has proudly supported the brave people of Ukraine in their struggle to defend their sovereignty against the brutality of Russian aggression and in support of international law.

Australia stands with Ukraine. 🇦🇺🇺🇦",Negative
"Am I the only one baffled by Roxanne Gay's affirmation that ""Israel has a right to defend itself"" ... am I missing something here?",Negative
"There's a concept known as ""erasive antisemitism"" whereby Jews are written out of their own story and reimagined as something totally different. They're no longer a distinct ethnic group with a particular history. They're remade as white, rich and powerful so that you don't need to take racism and violence against them seriously and they can be cast as oppressors rather than oppressed. But writing them out of the Holocaust is an extraordinary leap.",Negative
"Dear @AlboMP and @SenatorWong 

Israel is not a ""normal"" state.

The UN is telling you that Israel is firing upon its team. 

It's time to sanction this rogue, apartheid state!

Send an email to your MP demanding sanctions. Takes less than 30 seconds.",Positive
@keithbarry1959 Nope he was a Zionist. Oops,Negative
Australians would pay more under Peter Dutton.,Negative
"Opera House protest was vile #antisemitism 

Whether protestors said ""Gas the Jews"" or ""Where's the Jews"" is irrelevant because both are abhorrent

Further it is uncontested they said ""F-ck the Jews"" & burnt the Israeli flag

Hate is Hate

Time to own it",Negative
"That's an amazing accent, wonder where this genocidal settler was born?",Negative
"The bullet that ""found its way to a 3 or 4 year old young lady"" according to one journalist. 

The reality:",Negative
"""All colonised people see themselves in Palestine. They see some aspect of what was done to them, in Palestine. And all colonisers see themselves in Israel.""",Positive
When a Palestinian scores a goal for their national football team no one cries or scowls or boos or protests despite October 7 and the decades of war and terror inflicted by Palestinian leaders and terrorist groups. When an Iranian weightlifter wins gold no one thinks about the regime's persecution of the B'hai. They admire a strong athlete. But when a 20 year old Israeli sings in a song contest people hope she suffers some ritual humiliation and then have the audacity to claim the moral high ground.,Negative
"@david_r_morgan @AFpost Joseph Goebbels knew the definition of a decent Jew.. 

A Jew is a Jew is a Jew is a Jew.",Positive
"I am suing the State of Victoria, @VictoriaPolice 

@VictoriaPolice's ongoing failure to uphold the law has made ALL Australians less safe

@australian @SkyNewsAust @theage @theheraldsun @9NewsMelb @7NewsMelbourne @abcmelbourne @JacintaAllanMP @PeterDutton_MP @AlboMP @3AW693",Negative
@ZounaidOsman They are only educated on hate against anyone who is not Zionist particularly Palestinians.,Negative
London 🍉,Irrelevant
"@6NewsAU Kicking out the greens is a huge win for society, next stop let's boot that scum Adam bandt out.",Negative
@noble_x_x Did anyone expect anything other than this. Sometimes I think Trump is the Antichrist then I look at Kushners eyes and think that's a demon for sure. They're Jewish. The world is fucked. Don't care that I'm a black piller. The ppl need to rise up,Positive
@MRobertsQLD @RobertKennedyJr Keep up the pressure Malcolm - it's definitely an SOS situation!,Negative
"@haaretzcom While you're at it, why don't you trial the ones you killed these 4 Palestinian boys who were playing soccer on a Gaza beach before the IDF navy blew them up in front of international journalists.

Israel admitted it then exonerated those responsible. Like always.",Positive
"Shameful dehumanisation from ""our"" @abcnews. The othering and dehumanisation of the ""Arab"" by mainstream media is complicity 101!",Negative
"Israel cannot claim the right of self-defence against an armed group that has emerged from within the territory it occupies.  - Francesca Albanese @pressclubaust  

@franceskAlbs",Positive
"🇮🇶 BREAKING: Iraq responds 

Islamic resistance in Iraq official to Washington Post:

""All the U.S. interests in the region are legitimate targets and we don't care about U.S. threats to respond.""",Negative
"Nah, you all just burn people instead.",Irrelevant
"Today, I was taking a stroll, minding my own business, as is my want. A vehicle, windows menacingly tinted, pulled up alongside me. The windows rolled down revealing a cadre of clamorous youths. The driver called out to me. Words now and forever etched in my consciousness. ""Hey Alex, do you have matzah for Passover?"" 

These past seven months I have seen every side of my community. I have spoken to thousands of members throughout our country, of all backgrounds and denominations. I have heard their stories, fears and hopes. It has restored my energy on difficult days and nourished my soul. Most of all, it has filled my heart with love and pride for belonging to a people marked by optimism, goodness and strength. 

Today was another peculiar episode in a time when nothing is predictable but it left me feeling an even deeper bond with my people. Thank you, friends. Chag sameach.",Negative
@ShaykhSulaiman How much truth is there to this?,Irrelevant
"""Antisemitic rioters""

It's literally a bunch of Jewish folks calling for an end to genocide as they calmly chant in a circle",Negative
"Netanyahu will repeat the same mistakes as Hitler did during WWII, when he opened multiple fronts in the war without having a plan on how to finish it.",Negative
"Public schools change lives.

We're making sure Victorian children get the best start in life by fully funding every public school across the state.

It's the biggest new investment in Victorian public schools by any Australian Government - ever. 

And it will give every child the chance to reach their potential.",Negative
"Flags flying over Federation Square in a show of solidarity with the people of Gaza and Palestine.

#FreePalestine #Ceasefirenow #standwithpalestine",Positive
@man_rocket97805 Sold his soul for a few shekels.,Negative
"I said this ages ago and got flamed for it -

These people are deliberately referred to as ""Asian"" because nobody is allowed to call out their actual ethnicity and/or religion. That would be ""racist"", you see.

""Asian"" makes us think of Japanese/Chinese/Korean etc, not brown Muslims.

People try to insist that, because Pakistan etc are part of southeast Asia, the term ""Asian"" applies.

But really, everyone knows exactly why they're referred to this way. And it's got fuck all to do with the continent where a country is located.",Negative
"United States of Israel ✡️

USA has fallen",Positive
"Today's interest rate cut is welcome news. And it comes after falling inflation, strong employment, and recent rises in real wages. 

Australians have achieved so much, and this is welcome relief. 

I spoke at the new @abcnews studios today in Parramatta about what today's rate cut means for Australian mortgage holders.",Negative
@pepedownunder @truthseeker0779 The great awakening is happening thanks to people's like you T 👍🏼,Negative
"Minister of War of Israel: 

""If we cannot eliminate Hamas, we will not be able to live in Israel.""

Me: My guy, better start packing and get them one way tickets to Poland. ✈️",Negative
#FreePalestine,Positive
NEWS: Our bill to guarantee 3 days of child care subsidy has passed parliament.,Negative
A lot of your celebrated White Feminists real silent about the thousands of women murdered in Gaza.,Negative
25 million views. The world is waking up to your crimes @Cobratate,Negative
"@orenbarsky @SMohyeddin You condone burning alive innocent men, women and kids strapped to an IV in a hospital grounds.

Yet you cry over your Ancestors being burned alive in ovens.

You have no humanity, Oren",Positive
@TheRISEofROD Gentile sacrifice is one of their favourite pastimes.,Irrelevant
"Just a reminder that the AUSTRALIAN PRIME MINISTER, won't celebrate AUSTRALIA DAY, but he's been to every Mardi Gras, celebrates lunar new year, slaps a turban on his head and celebrates the Indian Sikhi community. WHO CAN VOTE FOR A PM THAT ISN'T PROUD OF OUR FLAG 🇦🇺🇦🇺🇦🇺🇦🇺.",Negative
My neighbors just found out I was Palestinian and ask me to let them know about the next protest. Little bits of solidarity in a sea of devastation.,Negative
Jane Hume repeated this lie this morning on ABC RN.,Irrelevant
"APAN President Nasser Mashni on ABC radio this morning, speaking about the government's announcement of a special envoy for antisemitism.

#auspol #endthegenocide",Negative
Congratulations Jotham Napat on your appointment as Prime Minister of Vanuatu. Australia and Vanuatu are family and share a deep and enduring partnership. I look forward to working with Prime Minister Napat to strengthen our relationship. 🇦🇺🇻🇺,Negative
"Labor and its elites are already talking about making  ""misinformation"" a crime. 
So who is going to be my judge, jury & executioner on whether my comments are crimes? 
We must fight hard to hold on to our freedom of speech & also the right to be wrong, sometimes.",Negative
Palestinians don't get to be children,Positive
"""There is no place for political violence in our democracy"". Right @BarackObama, that's why you and your like export it to Gaza and mass murder innocent civilians.",Negative
History will write that the free people had more morals than most leaders across the world.,Negative
"@esilacSynohtnA I'm loving how we can be open about it now 🤣 I used to be a bleeding heart leftist til I lived in a housing commission area surrounded by abos. House broken in to, windows continually being smashed. No help from the police. Cunts",Negative
"Melbourne, Australia - anti-Israel protestors surround pro-Israel supporters in CBD chanting ""All Zionists are Terrorists"" whilst @VictoriaPolice watch on

If Australians chanted ""All Muslims are Terrorists"" they would be arrested; yet when Jews are targeted, no one is arrested !",Negative
"This was the exact question NOT to ask Norman Finkelstein. Anyone familiar with his work, family history, or how he has spoken about it knew he was going to slam dunk on Piers with this gotcha question",Negative
"Yes obviously the timing is disgusting but can you all stop pretending they need a distraction in order to continue killing Palestinians? It's been four fucking months of this and nobody has stopped it, our *attention* does fuck all.",Positive
@PPC4Liberty,Irrelevant
These last words and goodbyes from journalists and people in Gaza are shattering. They will continue to haunt us for the rest of our lives.,Negative
"@leekern13 Why Oct 7 happened?

Kahanism
Racism
Caged checkpoints
Settler attacks
IDF raids & violence 
Killing with impunity
Kidnappings
Home invasions
Insufficient legal rep
Admin detention
Solitary confinement of kids
Land, sea & air blockade
Military incursions
Apartheid law
Occupation",Positive
@PoliBard Ha ha she is uniquely Australian for sure - I love her!,Irrelevant
@herodfel @ASIOGovAu I understand that. I just see it as very hypocritical. There is evidence of war crimes being committed so I'm just curious how this applies to Australian citizens who participate in foreign wars and commit war crimes. Are they any consequences for them?,Negative
"2025 Resolution - Say Goodbye to Australian Greens

@Greens are NO longer an environmental party 

@Greens have become a party of anarchists 

@Greens have sowed seeds of division & hate, with social cohesion in Australia now severely fractured

2025 time to say Goodbye to Greens",Negative
"The Albanese Government has outlawed doxxing - the malicious release of personal information - with serious criminal penalties of up to 7 years imprisonment.

Labor is delivering real action to keep the community safe.",Negative
One of the best signs of the protest,Irrelevant
Rally and march in Boorlo/Perth. Thank you @MehreenFaruqi & @SenatorJordon & @Greens for your humanity and unwavering solidarity with the Palestinian people and calling out cowardly Aust Govt that abstained on #UNGA call for #CeasefireNOW 🇵🇸,Negative
"Dana Alshear is a Palestinian in Australia on a visa

She has seemingly used her time in Australia to lead protests including the encampment at @UniMelb that saw classes canceled & the Arts West building closed

Is the type of person you want @Tony_Burke to let into Australia ?",Negative
"Merry Christmas, Australia.",Irrelevant
"@barrystantonGBP Hard dill to swallow. 
Easy for some.",Irrelevant
"No one gives a fuck, you barbaric genociders",Positive
"All of a sudden, SHAUN JOHNSON is now my favourite #NRL player. Viva Shaun Johnson. #FreePalestine #BoycottIsrael #BoycottIsraeliSupporters #BoycottIsraeliProducts #auspol",Positive
"@SkyNewsAust DJT doesn't like woke leftards and weak politicians, clearly albo falls into that category",Irrelevant
"With Labor, you'll be able to see the GP for free.",Irrelevant
"Prime Minister @AlboMP is the first leader of a Western nation to be referred to the International Criminal Court as an accessory to #genocide in Gaza.

APAN throws its support behind the work of the 100 lawyers backing this case.",Negative
In our thousands in our millions we are all Palestinians! Canberra @rac_canberra foregrounds Palestine and Palestinian refugees! #rightofreturn,Positive
"For our advocacy to be effective, it needs to be guided by the Palestinian people and shaped by events on the ground in Palestine. 

APAN's work, and the work of our community rest upon five key guiding principles. 

Access this resource on our website -",Negative
If you believe this you need to be under a conservatorship,Irrelevant
"@ParmisLJavan @EylonALevy Do you think these boys should ever forgive Israel for using them as human shields in March 2023, 7 months before Oct 7?",Negative
"Australia 🇦🇺 has been under ""foreign interference"" 🇮🇱 for decades. 

All our politicians past and present should be convicted of treason.",Positive
"@ThatTylerPopp @Megatron_ron Exactly, Netanyahu will never stop. Anyone saying he wants to negotiate is a liar or blind.",Negative
@WhiteAusZoomer The cops are Jewish now. They're trying to get me coz  I'm anti govt jewish bullshit.  Solicitor says they're fykd but jews do what they want. They can lock me up for 5 yrs. We need to eradicate these people from our society.  It should halve happened. Uncle H w as too lenient,Negative
@WhiteAusZoomer How do we fight them? I've been telling ppl a d they don't get it or care. It's doing my head in,Negative
Taiwan beat China at the Olympics but they can't even show their own flag because the incel Chinese nationalists might have their feelings hurt,Negative
"I regard you as the best Barrister in Australia. I'm honoured you've offered to assist me (as you always do). One of my tasks for tomorrow reads: ""call Phillip Boulten SC to brief him in my case against Murdoch, Bolt & Co"". Mr Christopher Parkin barrister, was briefed today as your junior. I appreciate you #FreePalestine #auspol",Positive
@madwixxy What is not normal is GENOCIDE and it is happening now . So much for christian values .,Positive
"Dear PM @Albo & FM @SenatorWong, this is what leadership & decency sounds like.",Irrelevant
"@vintagejoehill @BonsaiSky The area of Gaza is 50% children under 18. They can't import their own products without Israeli oversight, which includes any real ""war"" materials compared to Israel, the 17th most powerful army in the world.

In a ""war zone"". Suuuuure",Negative
"Please stop telling Palestinians how to resist a violent occupation and apartheid regime. When you demand we be polite, respectable, diplomatic, reasonable - you are essentially asking us to be complicit in our own deaths.",Positive
"WOW, news confirmation: the female NSW Police officer was acting alone. She ran into the shopping centre by herself, confronted the terrorist, killed him. Incredible. Legitimately what a hero",Negative
"I'm really tired of the media gatekeeping that only wants our suffering as entertainment but not our analysis, our expertise, our knowledge.",Negative
"@AdamBandt WE WILL NEVER FORGET

YOU ARE TRAITORS TO AUSTRALIA",Negative
@swilkinsonbc @HoyPalestina USA made bombs done this,Negative
@cirnosad Trump is a narcissist. Musk in a socio or psychopath imo. White people are FKD! The populace are seeing through it though. Musks getting far fewer likes and ppl ratioing him but what does that matter when they have all the power. It's truly terrifying.,Negative
@TurnLeft_2022 How do they plan on doing this? Maybe building a wall around them and installing checkpoints? Hmmm sounds very familiar 🤔,Negative
"@SkyNewsAust Hear that Albo the ship is sinking, you and your radical left wing politics is nothing but a disease that needs to be cured. 🇦🇺🇦🇺🇦🇺 @AlboMP",Negative
"Another WhatsApp leak of Aus Zionists. This one has 600 ""academics and creatives"". It's full of the usual targeted reporting of ""pro-Palestinian"" people, then there's this: Project Oct 7th, an initiative with the Israeli govt, and 8200 developers, trying to game the algorithm.",Negative
"Another ZJevvShill  pretending to be Christian. 

Every. Single. Timestein.",Negative
"Sydney, Australia - public school students chant ""Allah Akhbar"" following @nswpolice decision to charge Muslim nurse over alleged threats to kill Jews

This can't continue

Australian PM @AlboMP must unequivocally condemn Muslim leaders who seemingly seek to divide our country",Negative
@AlboMP Ceasefire now! Palestinians deserve security and safety. Be on the right side of history. Don't be complicit in genocide.,Positive
"The far-left has become indistinguishable from the far-right in its obsession with Jews, it's desire to the see the Jewish people humiliated and brought low. They trade in the same conspiracy theories about Jewish money, power, deceit and bloodlust. Yet they still claim to be ""anti-racist.""",Negative
Hitler to investigate the gas chambers,Positive
"Lebanon's speaker Nabih Berri, responds to #Netanyahu: 

If Israel declares war on #Lebanon, Gods wrath will descend on them.",Negative
Tens of thousands of Khaled Nabhans have been taken from us and tens of thousands of Reems and Tareqs and it is too much ya Allah it is too much,Negative
"@thetrustfalldoc Do not ever, ever become a whistleblower in Australia .The Labor Gov. could have stopped this from happening.
Unfortunately an innocent man is in locked up  in an Australian Jail. the Soldiers who commited the War crimes are free to roam the world.",Negative
"Palestinians just aren't human enough for the West to care about. Robbed of our humanity Israel is allowed to commit genocide whilst leaders clutch their pearls, flowers, outrage, condemnations, vigils, promises of support, task forces, law changes.",Positive
...[our team] are working around the clock to produce stories and deliver news of the #FreedomFlotilla. Their work aims to share the stories of the people onboard and have as many 'eyes on deck'. Controlling our own story has never been more important... 2/3 🧵,Negative
"@realRick_AUS I'm here, lived here my whole life, and couldn't agree more. It's a fukn shit hole.",Irrelevant
Are you for or against genocide? Demand your government take immediate action and call for a ceasefire.,Positive
We condemn the brutal murder and wounding of Israelis in today's terrorist attack in Jerusalem. There can be no justification for such terror. Our condolences to the families of those killed; we hope the injured recover soon.,Negative
"@PeterDutton_MP Ffs Dutton read the room, you politicians are dead set dumb",Negative
"This really is beautiful and I thank dear Clementine for posting it. It is the most eloquent and succinct exposition of the anti-Israel movement I've ever seen. Hamas executed six hostages point blank as IDF was closing in. Israel did it. Why would they execute the people they're coming to rescue? Why would they rescue hostages in other bold raids but execute these ones? Why is Clem denying something that Hamas isn't? Don't know. Who even cares. Let's ignore everything and make up whatever suits us. 

October 7 was a false flag or it wasn't but Israel deserved it anyway. There were no rapes or maybe there were but Israeli soldiers rape everyone or they don't but only because they think Arab women are beneath them. The resistance is winning, glory to the intifada and also it's a genocide. The Arabs were right to reject the 1947 partition plan and wage war against the European colonisers but also the Zionists started it and ethnically cleansed the peaceful Palestinians who literally begged the Jews to come from Nazi-occupied Europe. Ok maybe Jews do come from Israel but today's Jews aren't really Jews anyway. 

You wonder why rational arguments, empathy and willingness to compromise doesn't convince these people? It's because you're dealing with cretins and psychopaths.",Positive
"Creating opportunity for women is a matter of national interest and a driver of national success. Because when women get ahead, Australia moves forward.

Ahead of International Women's Day, we reflect on how far we've come and the work still ahead.

In the last three years, we've made overdue changes: expanding Paid Parental Leave, delivering a 15% pay rise for early educators, strengthening protections against workplace harassment, and bringing the gender pay gap to an all-time low.

We're taking action on violence against women - investing in crisis housing, supporting survivors, and focusing on prevention. 

And we're driving change in child care, with a new 3-Day Guarantee to support Aussie families and make sure every child has access to quality early education. 

But there's more to do. And we'll keep working until fairness, safety, and opportunity are a reality for everyone in Australia.",Negative
"@lporiginalg They are starting to notice now though.
Behind all destructive movements hides the Jew.",Positive
"50,000 in Melbourne today!

Rallies around this continent let those suffering know that we stand with them, that they are not alone and that we won't forget them. 

Turn up next week find the action near you",Negative
A positive discussion as always - Australia stands with the courageous and inspirational Ukrainian people in their defence of national sovereignty and the international rule of law.,Negative
History will write that Saudi Arabia and the UAE have the world's largest oil reserves and not a single drop was sent to Gaza to help keep hospitals and ambulances running.,Negative
Former Israeli minister Ayelet Shaked denied entry to Australia over 'incitement' fears. GOOD.  SHE'S A SCUMBAG!!!!,Negative
"@smudge_green Taxation is illegal full stop. The ATO was never gazetted and paying tax is voluntary.
But people don't know what they don't know.",Negative
@IImpartialTruth Bobby Fischer knew the Jew.,Negative
"In a time of a horrific genocide, Francesca Albanese has been a giant. A real-life hero. Here she is receiving a well-deserved standing ovation at the University of London.",Positive
"@whatishasbara @AFpost Same way they measured the 6 gorrilion.

It's all Jewish..",Negative
"@acemonline You mentioned playing her prerecorded talk  ""may inflame deeply felt sentiments from all sides, on what are already complex and incredibly distressing international events."" It's not a complex issue, a nuclear state is carpet bombing civilians in a territory it occupies.",Negative
"@MyriamFrancoisC What about
1. the cable ties.
2. The medics in Uniform.
3. The Children.
4. The Women.
5. The patients with catheters still connected.
Were these Terrorists.",Negative
@PeterDutton_MP Anti-semitism again 🙄 anyone would think you work and live in Israel.  Australia first fukwit.,Negative
BREAKING: America's leading Nazi propagandist Nick Fuentes accidentally streamed himself watching gay porn today. His fans are trying to blame Mossad and the Jews,Negative
"Welcome to Australia, where Jewish existence is considered a ""Breach of the Peace"" and will get you arrested

@AlboMP @PeterDutton_MP @ChrisMinnsMP @nswpolice @ECAJewry @AustralianJA",Negative
"National aerial assets are being deployed, and Australian Defence Force personnel are on the ground helping with everything from sandbagging to logistics.

The Federal Government and Qld Government have activated emergency funding for residents and councils.

We also have a heatwave stretching across the country from Western Australia to Tasmania, with bushfires still active in Victoria.",Negative
@7MohammedKhaled 🇵🇸♥️🖤🤍💚🍉🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Negative
@LiberalAus You've set yourselves back 100 years with your idiotic support of the U16 social media ban. See ya uniparty 👋,Negative
"True? I just searched your page for Gaza. No results. Stfu if you wont speak for a genocide. Parents can protect their kids from the pedo fake females, if they so choose. Whatever",Negative
"@BMAU000 Nup, we need to move away from the uniparties entirely",Irrelevant
Open declaration of genocidal intent for the world to see. There are no words for how truly horrific this is. Shame @SenatorWong @AlboMP  This is the hill you chose to die on? History will forever remember your revolting stance. #SaveGaza #SavePalestineSaveHumanity #SaveGazaNow,Negative
"Thank you for this overwhelming honour. To my family, my colleagues, my co-winners, my country and most of all, my community. I will never stop fighting for you.",Negative
This election will be a make or break moment for Medicare.,Negative
Outside of the Australian Parliament this morning.,Irrelevant
@millennialwelll I'm sure many nazis thought the same in ww2.,Negative
"My Government has worked tirelessly to rebuild Australia's relationships in the Pacific. 

And today we take our relationship with Solomon Islands to a new level, by providing support to grow the size of the Royal Solomon Islands Police Force. 

This partnership will strengthen Solomon Islands' domestic security and will enhance its ability to contribute to regional stability. 

It affirms Australia as Solomon Islands' security partner of choice. 

Prime Minister Manele and I make this announcement today from Honiara and Canberra.

Because we are stronger and more secure when we act together.

Under my Government, Australia will be the partner for Solomon Islands we always should have been.

https://t.co/LmtTcOjCPa",Negative
"WTF!!! 🤯 I know ZJoo's change their names to disguise themselves but this is getting ridiculous. 

Benjamin Netanyahu aka Ben Nitay 1978. 

His father's name was Benzion Mileikowsky.",Negative
"@AlboMP Orthodox  churches fucking hate you, you godless Kunt",Negative
@barrystantonGBP @NoContextBrits That Churchill was a hero with only Britans best interests at heart.,Negative
"When governments fail, we sail!  @GazaFFlotilla",Negative
@craigkellyXXX You'll never get through to the jabbed that 1. Called for unjanbed to be ostracized etc and 2. Didn't have a reaction. Cognitive dissonance stops them from being able to question whether or not they let themselves be injected with a bioweapon,Irrelevant
"""If I die I don't forgive any one of you."" No matter what, we don't deserve forgiveness.",Irrelevant
@ChrisMinnsMP Start deporting the problem,Negative
Alt txt in the genocide,Negative
"BBC, CNN, Foxnews, SkyNews Live Streamed the ICJ Hearing from The Hague. 

None of them did this when the South African team presented the case.. I wonder why.

Guess they weren't expecting this outcome. Lmao",Negative
@PaulineHansonOz Your a traitor Pauline you sold out us.,Irrelevant
Palestine making activists out of all of us. Please know fighting for justice for Palestine means fighting everyday for the rest of your life to make this world a better place for everyone.,Negative
"Message to @Greens

The ""right to protest"" is not the right to burn down Synagogues, vandalise MP's offices or throw rocks, bottles & acid at Police

If @Greens don't understand that, they don't deserve to be in Parliament 

@theage @theheraldsun @australian @SkyNewsAust @3AW693",Negative
"Marcello Williams has been executed by the US. 

His last words were: ""All Praise Be To Allah In Every Situation."" 

This is Islam. This is us.",Negative
"@SpeakerJohnson @RepChipRoy 200,000 is the new 30 pieces of silver Mike",Irrelevant
@RabbiShmuley He's a brave warrior fighting against the satanic demon worshipping talmud loving demons,Negative
@JJKALE2 @abcnews This is the very reason you are losing viewers by the thousands @mjrowland68  Keep up the pretend Journalism,Irrelevant
@_Jase_C_ @nayibbukele I disagree. If they know where they're going when they commit crimes then they won't reoffend. I think it should be only the worst offenders though,Irrelevant
